,Subhashish Banerjee,Chester Rebeiro,Shweta Agrawal,Smruti R. Sarangi,Jayant Haritsa,Shirish Shevade,Surender Baswana,Uday Reddy Bondhugula,Rijurekha Sen,Ganesh Ramakrishnan,Gugan Thoppe | गुगन थोप्पे,Chetan Arora,Krithi Ramamritham,Parag Singla,Siddharth Barman,Arkaprava Basu,Vinay P. Namboodiri,V Krishna Nandivada,Shankara Narayanan Krishna,Ayon Chakraborty,Bhavana Kanukurthi,Nitin Saxena,Pulkit Agrawal,Alex Aiken,Arpita Patra,Shivaram Kalyanakrishnan,Prashanth L.A.,Abhishek Bichhawat,Sara Achour,Sukhendu Das,Nima Anari,Anirban Dasgupta,Shishir N. Y. Kolathaya,Phillip Isola,Naveen Garg,Mausam,Narasimha Murty M/ M. N. Murty/M. N. Narasimha Murthy,Partha Talukdar,Raghavan Komondoor,Sayan Ranu,Piyush Rai,Biswabandan Panda,Chandan Saha,Vinod Ganapathy,Ajit Rajwade,Chaya Ganesh,Mitesh Khapra,Clark Barrett,Soumen Chakrabarti,Supratik Chakraborty,Arindam Khan,Mayank Singh,Neeldhara Misra,KC Sivaramakrishnan,Om P. Damani,Shalabh Bhatnagar,Purushottam Kar,Arnab Bhattacharya,Maneesh Agrawala,Shanmuganathan Raman,Devarajan Sridharan,Parag Chaudhuri,Nipun Batra,Suyash P. Awate,Kartik Nagar,Anurag Mittal,Vijay Natarajan,Balaraman Ravindran,Vinay Ribeiro,abhilash jindal
Gugan Thoppe | गुगन थोप्पे,0.21770399564500248,0.7846434836191857,0.7505997694105612,0.6652577821552291,0.25435711838282954,0.6975940630796607,0.5225332785339541,0.7847859953036392,0.716099922775216,0.7190344390842568,1.0,0.5914086092724141,0.634383085187342,0.7388437495279442,0.6121337434212349,0.1512524252955139,0.6730346195475178,0.43903352187842776,0.6027459126317843,0.650038797393996,0.7018649627305018,0.5653971821841509,0.711149304861125,0.7539962025236377,0.7360510652090956,0.8710251815893997,0.7511827473573532,0.5588549704820757,0.08002278874402229,0.5811389363380141,0.6618514587197144,0.8187004141174341,0.5056672209754246,0.6459864201164405,0.5845376285754799,0.70598424376127,0.7201969991855981,0.6144176370580613,0.5369636346707727,0.793431371559328,0.7089585270073671,0.5521424705186267,0.6483984182086331,0.3712526608997295,0.5531233618181931,0.5615278502606662,0.5428296715623405,0.7647834400097748,0.6761331278792202,0.5639768800753238,0.5499110409553736,0.3664168532252327,0.5816028560301302,0.2992659346351102,0.43659148089586197,0.8280132524058794,0.8178043143940767,0.3395621130925417,0.375428316808348,0.5878490336788293,0.7287016319507101,0.603560964151788,0.7445702474997784,0.5995501915160147,0.4212035697121504,0.5958844808434696,0.37732055048232466,0.7753996666287585,0.6060189104823125,0.5010786376275772
Chetan Arora,0.29761382721086793,0.43097869431745744,0.34860355549575145,0.6443967345478647,0.2194333403624002,0.744581566889016,0.17450070584833294,0.5054455178605617,0.7653850806230739,0.8073265044247733,0.5914086092724141,1.0000000000000002,0.5361027479874247,0.7831278889244043,0.14719861668548,0.23351524811242225,0.8412241006439167,0.14910447307586067,0.21565576014773888,0.9853134059734276,0.3062954159680283,0.14537706702334102,0.8557346016771441,0.5788334346630755,0.2999771513189006,0.5379977953812861,0.31703378761495954,0.2526156120346723,0.218640865733622,0.9899238566634015,0.21962506078314228,0.56975884563983,0.6619788298701197,0.9453559026911641,0.1016507707142737,0.8540608708021645,0.7255313555430998,0.686684884799291,0.676533719957911,0.6872863759824837,0.77978699597245,0.5704205325656896,0.21128666989495187,0.36687708140412684,0.6774647680437895,0.26185382542284863,0.6350672976870223,0.7749100525793922,0.7591810158615251,0.2651269469528993,0.10461442100858964,0.5048872244782431,0.11540301590476218,0.23721929266200656,0.7237530716591256,0.5736589833480632,0.6863535363798119,0.4891117180679936,0.5815455438980975,0.9804102801316278,0.9494135083396641,0.8081815128504225,0.7783101992290278,0.9369084377514993,0.14721128406447548,0.9642490676130208,0.434571846467785,0.7944189337625642,0.6249636552017096,0.4056856699276527
Krithi Ramamritham,0.613538285265174,0.5718381045296362,0.40693156486414017,0.9545065065857837,0.41021143777461255,0.5220833771282235,0.69177657851769,0.6564250148727849,0.6471882764972033,0.7137408232947277,0.634383085187342,0.5361027479874247,0.9999999999999999,0.7080222237339983,0.3936689992225761,0.673628546725933,0.5705389575916567,0.5640994080308529,0.5479456452108573,0.5586476148219182,0.23521481591826232,0.422274672058001,0.6508202278099815,0.9013810378582253,0.3802964950428931,0.7510229386253394,0.5100321454149979,0.6536597607425841,0.6595510762101094,0.4427006481144465,0.5882371088459394,0.7390427118321664,0.7249240571344819,0.5492256167175755,0.3700807419128812,0.6596210445769137,0.6583994491041442,0.6029843458235615,0.7149322294923285,0.7713756127159166,0.5299870236304345,0.8896030357564837,0.42142948804853186,0.7131113629889184,0.7218257348009804,0.40190733523140587,0.5390138710155891,0.6618104139383966,0.7724243801311101,0.7279672412861422,0.41423733665634566,0.4573417362660621,0.40604809153209726,0.8019481219275281,0.6320823649825443,0.7194866262607197,0.7311192054437949,0.6811104939501159,0.6988937574662065,0.41916129604356417,0.6246161707588518,0.7931624497999862,0.8264460837000153,0.6345469316166527,0.42258359456117367,0.4347980599799124,0.7610789859505078,0.6153478524252975,0.7038330425157803,0.8597394787207383
Parag Singla,0.2192003661649109,0.4065723492030993,0.38498108378401824,0.7294290523818174,0.3222662471389406,0.9489805556625225,0.36663588118476104,0.6793749876832132,0.924482510229471,0.9902103299461504,0.7388437495279442,0.7831278889244043,0.7080222237339983,1.0000000000000002,0.25545449660618735,0.362080201638124,0.9602645310055836,0.2657226919610438,0.34697074007819273,0.7924156173367772,0.31404125062607646,0.21802913482672526,0.9257293693457223,0.8008266135206829,0.3160312446660986,0.824187163927501,0.4630776994555896,0.33430292737979195,0.22390262686989884,0.7590263239094581,0.34338648485987655,0.7671695783748004,0.6371569014482045,0.9110151417668303,0.20269390898528458,0.9798980705204896,0.9562539664566844,0.9332108163932602,0.6676089406778435,0.923038975626337,0.9441615052777462,0.6197510096695062,0.3403908806685052,0.3257745916902951,0.6181451772240816,0.21129876665590927,0.8870948066682105,0.8647040003370468,0.9265742108115962,0.37210280217169805,0.2236456259577653,0.7072248052899395,0.22255374108710704,0.3879788786938123,0.5107352415597309,0.7383449951274745,0.9608604840033655,0.5365958410039613,0.6282245323019617,0.74880933063779,0.9142464142156133,0.7832319025773702,0.9613271176554218,0.8147781837312581,0.156516083479333,0.8454902454026628,0.5070700362822355,0.9519051221287863,0.6666491863172899,0.49465665954942345
Siddharth Barman,0.06034483522285739,0.4534744082748045,0.34065920315962106,0.3316308938161032,0.1458510265425304,0.1406026076429992,0.8197265260410609,0.8109452559412647,0.07740616603692109,0.2498654269987643,0.6121337434212349,0.14719861668548,0.3936689992225761,0.25545449660618735,1.0,0.006470007510320073,0.10031703587510425,0.2646663261784664,0.9563147418252194,0.14814140616499194,0.16319298632583554,0.9907536459691946,0.1965570757263366,0.3861461897815678,0.34129628515133686,0.7092143099360606,0.9675466253225492,0.2679779264257344,0.003767848730894386,0.17858611448127953,0.9589793296118831,0.7630564641377686,0.18824515635831546,0.10207364530451193,0.9927224525045156,0.18942650769020053,0.15626253324183426,0.1692211791993283,0.042652705468747776,0.40650666090555626,0.12479328143658963,0.07941235171613369,0.9921065036813271,0.031649698416248644,0.5805498203329019,0.17024134807473734,0.09117092282638334,0.3226102762424808,0.18930902219707305,0.8346660756174706,0.9921811179630822,0.04924223577874157,0.9960843258377623,0.156048353799863,0.1583199551261008,0.7332654793463353,0.36963930045768395,0.11083855483649868,0.22034866359828523,0.18329050665703353,0.27057528709978196,0.3451453979216733,0.24882504533297103,0.1974197527170034,0.22718632892380394,0.0764394033040557,0.18547277138028373,0.25141434882142644,0.10555185212755475,0.46782143861630393
Arkaprava Basu,0.799093640399976,0.3406370947834015,0.23310228150781442,0.7464390173426834,0.2604720263406126,0.2333958586697289,0.289714194687493,0.24506835873987337,0.3118450409318437,0.43193793743206377,0.1512524252955139,0.23351524811242225,0.673628546725933,0.362080201638124,0.006470007510320073,1.0000000000000004,0.3486724502213705,0.329640626511742,0.27175545233524095,0.27150817630682295,0.10017150750048064,0.08733575091882517,0.30267951504368334,0.6030712070327372,0.2353695884898086,0.3276686501623259,0.06214426341568843,0.5691355037439667,0.8578744438960942,0.11837261339113692,0.19157583128120992,0.1991452064296804,0.6223460119209391,0.1874709488766218,0.044328320192548065,0.3885274303012476,0.19402443858132187,0.508714778796508,0.337041256406449,0.2966266689426504,0.12227077325983973,0.7462022608417743,0.0,0.8209146156341924,0.39634039946830707,0.4241383347007951,0.5210170412479248,0.5615443887917305,0.6196346440962595,0.45764377791453725,0.045212720839356645,0.6801772602747149,0.03209459415320501,0.9012746997416751,0.6170759580031346,0.2903925923728326,0.23815914082989523,0.3617198295005848,0.8585184499749458,0.08315737353812323,0.20985690230172765,0.6153288830274403,0.3804539404102226,0.22881516034449684,0.2428157036454447,0.14588006549450053,0.43533319703875106,0.18295316325852962,0.6201918202239886,0.7112035506620005
Vinay P. Namboodiri,0.2539656402374288,0.3611765171893099,0.3746415385609735,0.6661527286141029,0.26052340387162803,0.9669926344471909,0.14185692707354405,0.560307231203,0.939691181491307,0.9620509910863825,0.6730346195475178,0.8412241006439167,0.5705389575916567,0.9602645310055836,0.10031703587510425,0.3486724502213705,0.9999999999999999,0.15693358003665125,0.19527295213305412,0.8586662702321527,0.3559065061648958,0.06471261682745844,0.9457746522533733,0.716343633922541,0.3133139763681249,0.687768270857589,0.32205362742705507,0.24710614052640445,0.22019668834365794,0.822471105756058,0.1774817198204282,0.6158703265031901,0.6705265042005142,0.946359453922422,0.05210949424958159,0.9900751172353794,0.907857322656308,0.9346839632230043,0.5998389519429964,0.8437146546585723,0.9491820649186344,0.5649818434596257,0.1878347986019381,0.3411654437464679,0.49995216072273824,0.2430498529101188,0.9002951859829007,0.8974606342049799,0.9219452810195783,0.22254126681060227,0.05001143594782611,0.7506670207272713,0.05616520670589249,0.31269116568413485,0.588287061989559,0.6524834513888148,0.8766130576947375,0.42389013953205396,0.625938573586156,0.814420969632363,0.9238416667486286,0.7701230745060776,0.8837091237508272,0.7947231367710493,0.11397614140764094,0.9168598597210283,0.3425058374583166,0.9417865410802377,0.7163460474700499,0.41185259179475286
V Krishna Nandivada,0.15536867834249943,0.38067019093223226,0.16258246325134543,0.4813071897102851,0.31947260138417144,0.16774118102007324,0.44159357678850125,0.41640567099693065,0.19439197496262606,0.2781998391363486,0.43903352187842776,0.14910447307586067,0.5640994080308529,0.2657226919610438,0.2646663261784664,0.329640626511742,0.15693358003665125,1.0,0.38299752088699673,0.11452550083836154,0.16558682378516512,0.28012388614999595,0.15072745771238777,0.687983022108501,0.2110616999517145,0.37099538273799404,0.2627007219652752,0.40637141910367164,0.18796088415950668,0.0938258386057085,0.4577128545672442,0.41581608988002183,0.13408859269503096,0.1467396324946608,0.27339145721833064,0.2074953065246605,0.24932856677510354,0.2723086410211032,0.6919336597616421,0.30594209943964007,0.1412513137833484,0.49558256422398944,0.24827831168861123,0.3283246395726707,0.4153672785259252,0.14552162905354726,0.26643942413876015,0.30218810257732065,0.3419553707994905,0.3341865687888828,0.2908577986664982,0.23396505898130773,0.2881709488816019,0.6511871943156271,0.1426788476903149,0.2666658939481929,0.30895693859423656,0.48255388094248597,0.37147699305517473,0.14524712904391907,0.21449441610926873,0.28527881065399097,0.38005563771773715,0.33502027247413835,0.7637520559049322,0.08243803829112466,0.5322543119168283,0.16289882001940428,0.17146105037968037,0.34086916685380225
Shankara Narayanan Krishna,0.24013503928396243,0.47570665068014467,0.3177631710296041,0.5033233678684473,0.19754543216716877,0.19694929385894663,0.8580409039165364,0.8454129898285379,0.14202805367705998,0.3639360792456049,0.6027459126317843,0.21565576014773888,0.5479456452108573,0.34697074007819273,0.9563147418252194,0.27175545233524095,0.19527295213305412,0.38299752088699673,1.0000000000000002,0.21047988112135294,0.11919632085779278,0.9729942360294929,0.261524743432785,0.5416402584106539,0.32363599236622304,0.7547082321271812,0.9349390926115767,0.3617546969208534,0.2145809578034407,0.21906056250980793,0.9752901895978501,0.7845406185915921,0.32658732059142925,0.1572384390515897,0.9565264806735714,0.29041033085722817,0.19379648049162485,0.3205124612818226,0.16281055048999052,0.4530395105065768,0.14819646211610682,0.24860398823515464,0.9494526491399804,0.20699218313502032,0.6895335707110002,0.2004957208667051,0.25543836104181433,0.46297731423828153,0.35046797248429984,0.9108567391795268,0.9636460087319217,0.26669658388964473,0.9615694780405544,0.4117683798073708,0.3005874656662313,0.7644368909993178,0.4078581001108699,0.21066076354892413,0.4704184197241842,0.22093739057465564,0.3237195382424719,0.4883616576892334,0.3391295646171819,0.2755042673024474,0.292892894316915,0.1258902182510625,0.3034514703249145,0.2795045343072142,0.22602541059889647,0.6209757241062418
Ayon Chakraborty,0.383126424096753,0.5174050928373308,0.4650899454811242,0.689291158030929,0.20104462386617492,0.768870258939741,0.156558938368579,0.5106063630901556,0.8129430780135333,0.8124809102314605,0.650038797393996,0.9853134059734276,0.5586476148219182,0.7924156173367772,0.14814140616499194,0.27150817630682295,0.8586662702321527,0.11452550083836154,0.21047988112135294,0.9999999999999999,0.42504962302392607,0.14404778377023664,0.8847503753181991,0.6005203940194059,0.41919231293927633,0.5623544123864008,0.3330338230038607,0.3331545968505935,0.27571923799833165,0.9660234291363232,0.22043272948287093,0.5600029140001994,0.7255586487922445,0.9386061771291851,0.1053905565114475,0.8668259267429186,0.7427867693052511,0.690357231839124,0.6347551801663485,0.7115052638456089,0.7981095472622733,0.6219517890645351,0.21095523392247867,0.45812634332362223,0.6247269658082067,0.3944061308263376,0.6324987714663939,0.8146719308530973,0.7832203020768407,0.29213667377692387,0.09431093972633005,0.5026574458803853,0.11342239983169462,0.2517742563224761,0.771675696660218,0.6138619716562954,0.7093558424815742,0.44062867268851696,0.5727049727491584,0.9489708701444143,0.9438532016946477,0.8171030878235845,0.7872416000834355,0.8914836861333203,0.14123162982793624,0.9506371684210753,0.3983920631335718,0.8235155123874983,0.7202523794765364,0.45845014460599903
Bhavana Kanukurthi,0.22779967854180422,0.86680702446641,0.9545872981007597,0.3513620173170075,0.13717199214784523,0.3520607083148746,0.07302681917675428,0.2504832130880107,0.4045288183970797,0.32625480070751794,0.7018649627305018,0.3062954159680283,0.23521481591826232,0.31404125062607646,0.16319298632583554,0.10017150750048064,0.3559065061648958,0.16558682378516512,0.11919632085779278,0.42504962302392607,1.0000000000000002,0.1270925615975412,0.3140929890817753,0.3109520663014829,0.9626665988345154,0.4148247507708448,0.2509736568558795,0.7104027143116171,0.0,0.28477745766996526,0.15209982075750492,0.25640720776501347,0.2254918529050793,0.3005793316067209,0.19192672577265144,0.33360139831567226,0.3214250519152139,0.26905052108425637,0.2678905196742182,0.31784241444101624,0.3399147692470667,0.46400992511326955,0.14757957985570558,0.4381846260073699,0.12805712345030365,0.886590800136299,0.2509737389349579,0.49640877165323716,0.35587739435261034,0.10599502694637726,0.09061184901252793,0.1714678064716022,0.14116473733910317,0.09664797200188002,0.25634133183854785,0.2951202497027721,0.35366922086433356,0.09614569089099516,0.11651235012137766,0.27072806221660783,0.3106064652032234,0.2073556797271485,0.31854769220690404,0.23481428774970736,0.32806245280397217,0.322165518334082,0.16481189577182803,0.3662721614867472,0.4735427509007375,0.13319925575043642
Nitin Saxena,0.14335033334307953,0.45744149992310273,0.3186384410003694,0.36759059827447166,0.11072456023995371,0.08458942046935582,0.8267197595961793,0.7917562799757207,0.035468190333884236,0.2219391840666009,0.5653971821841509,0.14537706702334102,0.422274672058001,0.21802913482672526,0.9907536459691946,0.08733575091882517,0.06471261682745844,0.28012388614999595,0.9729942360294929,0.14404778377023664,0.1270925615975412,1.0,0.16610617057500898,0.38994365392321395,0.3266718757541078,0.6752044911963048,0.9477271551329945,0.2973203936449581,0.08952632040502172,0.16661438644752874,0.9678708073936733,0.7270801077622807,0.22352763766771022,0.06971954354598307,0.9881378319425037,0.15841477809868088,0.09776409068798542,0.1461625086358448,0.046410081522389894,0.3562545783745494,0.061941644270639105,0.11912060274382683,0.9774792854225993,0.09969244753512528,0.6135891831326816,0.18548269209455887,0.07073587208223633,0.31921757454025407,0.17994464796045576,0.8743622274191497,0.990320214512324,0.0632109060653264,0.9953175766722704,0.23080792771775813,0.21313445417207197,0.7127897577440472,0.314898353379186,0.10472293340339316,0.28182149517028504,0.1681903417016179,0.24376629972302702,0.3722271343499934,0.2223224238700974,0.19198599647604017,0.2161865771545108,0.04674769509537758,0.21298025049387428,0.19698907923306233,0.1167523837708869,0.5231120301529802
Pulkit Agrawal,0.36818192435954494,0.36480862243685147,0.3556376424817005,0.7378330860041891,0.20344412684701405,0.9255394236454959,0.20681211279269276,0.6145404725247021,0.9693904626199356,0.9029193805308255,0.711149304861125,0.8557346016771441,0.6508202278099815,0.9257293693457223,0.1965570757263366,0.30267951504368334,0.9457746522533733,0.15072745771238777,0.261524743432785,0.8847503753181991,0.3140929890817753,0.16610617057500898,1.0,0.7512760639600581,0.30071095343304266,0.6879706150085471,0.425488006794435,0.20966125055657173,0.3233545670425634,0.8284858405467688,0.2940920057057097,0.6628529000187852,0.80384590768841,0.9416153989899196,0.12946994916669363,0.9544328602244334,0.9165173705627817,0.8140018072437869,0.5659411827193755,0.892946504548418,0.9468698789054103,0.5890598551438359,0.28900357596760906,0.4176952434633184,0.49183322091417636,0.25430438100799835,0.7423064627690986,0.8409411660196151,0.8695282897850429,0.37175163880637657,0.13939212087815414,0.5639539149953113,0.15203418957733064,0.30423105826122554,0.7064587109466485,0.7774325870992684,0.8988418470616156,0.38544503029221033,0.5398185678520622,0.8177845449433265,0.9513812809055001,0.8279636501872288,0.898151940641166,0.7800635145121552,0.10731319042648779,0.8814804564779627,0.30868180896847175,0.9744929948674035,0.804364345791507,0.5675237409603234
Alex Aiken,0.5170118318030994,0.5326224653193892,0.3965058792815386,0.9067931015179956,0.3775966366151699,0.7088891704324167,0.5462037208035097,0.7461447593335744,0.7634728107741761,0.8017017304007155,0.7539962025236377,0.5788334346630755,0.9013810378582253,0.8008266135206829,0.3861461897815678,0.6030712070327372,0.716343633922541,0.687983022108501,0.5416402584106539,0.6005203940194059,0.3109520663014829,0.38994365392321395,0.7512760639600581,1.0000000000000002,0.3885407501637006,0.782041011534964,0.5330072969049394,0.5169996785891602,0.5292125421803366,0.5057239397306714,0.5818021216166437,0.7520593286124622,0.7239712592449493,0.6415896085433175,0.35601803428728335,0.7712559929067454,0.7451610306205616,0.7617998863730384,0.7216794775969205,0.827737431212216,0.6700056624989597,0.7835057981939095,0.4304331016341371,0.6187203829611688,0.6171062049102759,0.3529480981282962,0.7058445901490659,0.808008025408201,0.8606350809882204,0.6316546342374245,0.3765551867303809,0.6142704958524909,0.3776155229868329,0.7653314988547748,0.6178966199610113,0.776798478055268,0.8111835341162464,0.5595604129196706,0.7118272683781846,0.5115074933348439,0.7080454530581257,0.7761480236431199,0.84683655472353,0.6377844623414285,0.5217117882272926,0.5422527877852744,0.5665262255491625,0.7339103163681845,0.7416293760870799,0.7717673128663016
Arpita Patra,0.36302475445237214,0.9519949188120459,0.9910260576608495,0.4772197404601212,0.17525088004781755,0.295342387314193,0.2852826669910883,0.3803475077461162,0.35989234111305496,0.3389065994000177,0.7360510652090956,0.2999771513189006,0.3802964950428931,0.3160312446660986,0.34129628515133686,0.2353695884898086,0.3133139763681249,0.2110616999517145,0.32363599236622304,0.41919231293927633,0.9626665988345154,0.3266718757541078,0.30071095343304266,0.3885407501637006,0.9999999999999998,0.5217727532281633,0.4066237965232757,0.8277669213240914,0.14901733267732628,0.26551574937293887,0.3440978732418218,0.3708993469494132,0.3095651401907351,0.2557899899824966,0.3763527351136354,0.3227017006197592,0.28304054953810054,0.26547746403280725,0.2678738299664146,0.3520512102505169,0.27138472960165305,0.5536474584775427,0.3147727273733798,0.5480403107755848,0.2844537872905365,0.9419086539031829,0.2334208585778105,0.5310912313145615,0.3864364732715708,0.3377085796693122,0.28517479368070964,0.1873477706307839,0.3309519750699599,0.23941759644498636,0.34217208619900286,0.4101407883723146,0.36376836890709296,0.1571738193025821,0.23681061188622018,0.24035465640644144,0.304116726404201,0.3068805959768341,0.34274831613902446,0.24610990092889748,0.35034990832543217,0.2662018630731481,0.2734520655973223,0.3365488146356903,0.5141299010417492,0.31911727616520363
Shivaram Kalyanakrishnan,0.19716451004249336,0.6328966409270225,0.5735896294595346,0.7119637448339561,0.38447372118882184,0.7082002831303191,0.7585888055277673,0.8948039206874231,0.6609152333179321,0.8197786280350734,0.8710251815893997,0.5379977953812861,0.7510229386253394,0.824187163927501,0.7092143099360606,0.3276686501623259,0.687768270857589,0.37099538273799404,0.7547082321271812,0.5623544123864008,0.4148247507708448,0.6752044911963048,0.6879706150085471,0.782041011534964,0.5217727532281633,0.9999999999999999,0.8266676028143638,0.5382874604420951,0.1749399155922479,0.5247667319965309,0.7477068811522797,0.9501826053287481,0.4896731963329254,0.6196753557632757,0.685644282574024,0.7545901113868542,0.7423408194235859,0.7423175431415614,0.5052924808858359,0.8617401834470358,0.6849071007692765,0.5561043088134283,0.7500674186036477,0.30718544891693633,0.7361134881961052,0.3592121931472644,0.6775504958838662,0.768127300952569,0.7585327480320286,0.707904961730728,0.6916178959265864,0.5334104226616474,0.6904336500168976,0.4151518879111437,0.3726245341203356,0.8718890126730191,0.8713879810128369,0.49772955425563775,0.5643646613269093,0.51240783815414,0.7086343476296459,0.6953935748665696,0.8077064241059804,0.6221179891743849,0.29045396674814294,0.5512250062304135,0.5413834837520026,0.7573788760304426,0.5207972224882557,0.5922498492416128
Prashanth L.A.,0.1337947042986725,0.509700496248239,0.41896861936124163,0.4720417129354541,0.14066431212818706,0.36534637758611077,0.7882011327105884,0.8925698807719157,0.3190444514943072,0.44486491397967276,0.7511827473573532,0.31703378761495954,0.5100321454149979,0.4630776994555896,0.9675466253225492,0.06214426341568843,0.32205362742705507,0.2627007219652752,0.9349390926115767,0.3330338230038607,0.2509736568558795,0.9477271551329945,0.425488006794435,0.5330072969049394,0.4066237965232757,0.8266676028143638,1.0000000000000002,0.2991809993921438,0.0644106925832263,0.33979822618217626,0.9497756846601997,0.8545896023595141,0.361788937362436,0.3128800755284568,0.9418620242975494,0.40158603036700197,0.37815783288244237,0.3514784260550333,0.15230215438196398,0.5911174505686905,0.35658597085496446,0.2051523197018825,0.9861270515296634,0.12160410650723971,0.6193833059093937,0.22984108921233634,0.26117091074466725,0.4950566181015745,0.37377446256628727,0.8519555100921078,0.9418619173450237,0.1711779861147731,0.9530800727556589,0.19805109209742702,0.2934213656377952,0.8689733108982438,0.5712708881638369,0.15277456782892368,0.30355188766953317,0.3410219639802531,0.46869803511531805,0.4967461006560881,0.44738008246928607,0.3429505361846147,0.19970867839905537,0.2672289463591362,0.22390630408530462,0.47853141721529396,0.29390515739261885,0.5608748057967184
Abhishek Bichhawat,0.5051477014962592,0.8990300440963658,0.8307677539427231,0.6596836877790032,0.3545289366817126,0.1825659042483213,0.5136394311262089,0.3525888442116865,0.2768664426931552,0.3838538962619673,0.5588549704820757,0.2526156120346723,0.6536597607425841,0.33430292737979195,0.2679779264257344,0.5691355037439667,0.24710614052640445,0.40637141910367164,0.3617546969208534,0.3331545968505935,0.7104027143116171,0.2973203936449581,0.20966125055657173,0.5169996785891602,0.8277669213240914,0.5382874604420951,0.2991809993921438,1.0,0.4220215841356334,0.17024109406043114,0.3568708565613488,0.40580530004824034,0.3269712571410699,0.18862294703225732,0.3155350864136198,0.3017494875949942,0.2625893981588373,0.30952558254086004,0.4923771276027949,0.35128445894384014,0.15009926664403184,0.8018590168582346,0.2266852550024343,0.7075751675621007,0.511449507137101,0.8441696525826354,0.29631626213410883,0.4811167820465607,0.4706980414035664,0.44853739300587286,0.27839817793787813,0.30142434868704143,0.293493927530524,0.6028916423108884,0.34785694128704975,0.317611902109841,0.3436973142201745,0.4938769942492098,0.48495979830688385,0.12956749799209283,0.2341625220935513,0.3991091862348746,0.4389710041852994,0.330664381154934,0.4294356194315127,0.1619793397573468,0.676526044962662,0.21646713743065774,0.4748381345297861,0.48867758584529825
Sara Achour,0.954307669524933,0.24152679747258543,0.13348785486276024,0.7457350797033482,0.20312196205112001,0.11989761275418555,0.24302750129891038,0.18664506907385364,0.30699922102617366,0.26323711592167093,0.08002278874402229,0.218640865733622,0.6595510762101094,0.22390262686989884,0.003767848730894386,0.8578744438960942,0.22019668834365794,0.18796088415950668,0.2145809578034407,0.27571923799833165,0.0,0.08952632040502172,0.3233545670425634,0.5292125421803366,0.14901733267732628,0.1749399155922479,0.0644106925832263,0.4220215841356334,0.9999999999999998,0.09769639028912219,0.20174707720365764,0.1329498497086037,0.7843360627500767,0.13713893143698186,0.011431982463147052,0.27504950457573607,0.13449701662213046,0.260038886899449,0.1996473140621412,0.28846002898829903,0.06384984196682066,0.6809513796074689,0.0,0.8711555925004175,0.2498757081118438,0.3978723951479612,0.22497914863217247,0.4031842495414012,0.4815550019682371,0.5381917839944536,0.030979881568537794,0.35786107614894647,0.021514247866040614,0.7978421981231182,0.7530024407190284,0.356298498533703,0.16757970127232538,0.269321407090597,0.6380655266502703,0.05265631417433004,0.17989068350491932,0.5605964217770006,0.30238869112618794,0.1311979373546424,0.20637181732109028,0.07237108564777772,0.27501538790972363,0.1649809155873747,0.7213951844605568,0.8456196011849129
Sukhendu Das,0.18444919997016937,0.38585154704948993,0.3168766464655866,0.5484532523537726,0.193066792523894,0.7367997318608677,0.15369305124362292,0.5078403025875784,0.7258100896022842,0.7802849685004943,0.5811389363380141,0.9899238566634015,0.4427006481144465,0.7590263239094581,0.17858611448127953,0.11837261339113692,0.822471105756058,0.0938258386057085,0.21906056250980793,0.9660234291363232,0.28477745766996526,0.16661438644752874,0.8284858405467688,0.5057239397306714,0.26551574937293887,0.5247667319965309,0.33979822618217626,0.17024109406043114,0.09769639028912219,1.0000000000000002,0.21805060990075767,0.5693408505039822,0.5832203307723827,0.9382192139496188,0.1303077303860856,0.8299428952077351,0.7027635223584696,0.6613799171122995,0.6220180765154757,0.6586326011125305,0.7748829046688516,0.45819650687382013,0.2445165773957626,0.24333893956764704,0.659197922541967,0.19527355923384265,0.6106027122387907,0.7390883924742792,0.7038122389166328,0.22348075411300303,0.13093011119557943,0.4695632967348305,0.14172800208775124,0.12202030562933057,0.6511937294125438,0.5570049734925384,0.6652494205642604,0.43926530397930824,0.513007901289123,0.9951891074355464,0.9418549806650521,0.7521070174584072,0.7334163018458786,0.9238680053824176,0.104348559819035,0.9710826102109456,0.37002071610631304,0.7825257116708451,0.5402492429372208,0.31378702579353224
