,Mainack Mondal,Sandeep Shukla,Vinay Ribeiro,Uday Reddy Bondhugula,Vinay P. Namboodiri,Anirban Dasgupta,Supratik Chakraborty,Gugan Thoppe | गुगन थोप्पे,Chester Rebeiro,Om P. Damani,Ajit Rajwade,Ashutosh Modi,Pallab Dasgupta,Suyash P. Awate,Bivas Mitra,Sayan Ranu,Shanmuganathan Raman,Raghavan Komondoor,Partha Talukdar,Ganesh Ramakrishnan,abhilash jindal,Pabitra Mitra,Parag Singla,V Krishna Nandivada,Saptarshi Ghosh,Sukhendu Das,Abhishek Bichhawat,Vijay Natarajan,Animesh Mukherjee,Bhargab B. Bhattacharya,Parag Chaudhuri,soumyajit dey,Chaya Ganesh,Arkaprava Basu,Naveen Garg,Bhavana Kanukurthi,Jayant Haritsa,Mayank Singh,Arnab Bhattacharya,Manindra Agrawal,Dr. Pushpak Bhattacharyya,Arindam Khan,Shirish Shevade,Nipun Batra,Ayon Chakraborty,Shweta Agrawal,Satrajit ghosh,Smruti R. Sarangi,Shalabh Bhatnagar,Surender Baswana,Siddharth Barman,Subhashish Banerjee,Kartik Nagar,Prashanth L.A.,KC Sivaramakrishnan,Devarajan Sridharan,Vinod Ganapathy,Mausam,Arpita Patra,Balaraman Ravindran,Shishir N. Y. Kolathaya,Purushottam Kar,Sourangshu Bhattacharya,Biswabandan Panda,Debdeep Mukhopadhyay,Chetan Arora,Rijurekha Sen,Sudeshna Kolay,palash dey,Shankara Narayanan Krishna,Anurag Mittal,Niloy Ganguly,Soumen Chakrabarti,Piyush Rai,Mitesh Khapra,Aritra Hazra,Nitin Saxena,Shivaram Kalyanakrishnan,Somak Aditya,Narasimha Murty M/ M. N. Murty/M. N. Narasimha Murthy,Krithi Ramamritham,Chandan Saha,Amey Karkare,Neeldhara Misra,Pawan Goyal,Abir Das
Abhishek Bichhawat,0.8833713507088305,0.2737667249918418,0.3709677187624154,0.31652829816648703,0.08696924053671533,0.5148389275773555,0.5806296622911079,0.5678016310521373,0.7583694161962599,0.2844222073535806,0.5894795687825826,0.32206216207947924,0.45835992050633345,0.13745988661110967,0.47856228240669163,0.3822246068409742,-0.0718326362658053,0.3107719146886029,0.33723144919588305,0.3447544899230418,0.33594961330679957,0.19608830960209184,0.25805199429470527,0.7351921623256452,0.5557030768136341,-0.006097084418338122,0.9999999999999999,0.6437680365191654,0.5010131268803644,0.3074205994676894,0.451208929450191,0.6711818169724098,0.8272074023472645,0.7051538198067603,0.3973479951036353,0.6085257639647459,0.18094656276905466,0.3593537922517122,0.35946458161912165,0.2629965502640785,0.12813428544235106,0.626917783526822,0.15448321603547227,0.4666055790290412,0.3343716353821765,0.7666689791010265,0.49862641151807957,0.47146443424946377,0.3576717852473648,0.5908572778839105,0.6011460158366132,0.5859532072315579,0.41618592026238604,0.47264553073772575,0.5830363119548586,0.39923034583867983,0.45960187484749615,0.33213966626939434,0.6417212760114815,0.14522765238347007,0.3953359934594085,0.40859545588895535,0.5147718720976686,0.7270156763627963,0.5128277800779714,0.03436104629654597,0.09832190971128024,0.5920996950777473,0.5796400406172965,0.6155365641828271,-0.04509888618506466,0.4431186017731775,0.2507397758638239,0.20513302741031628,0.3038129970993024,0.5665886707972277,0.3590349780077408,0.5685517295154081,0.2416902235903863,0.21751319325490956,0.18111584242655798,0.4985963869378763,0.5472578683682542,0.6447199317076194,0.4100633639215262,0.07760490343096495
Vijay Natarajan,0.828328028523293,0.7311818150902141,0.7311001151945093,0.7077998411495736,0.3447473124788787,0.8826880685901108,0.9135726966550138,0.6793255664246435,0.7742955638403003,0.762589938551039,0.724280761879101,0.3586853820052755,0.8307272294428204,0.4459911830440378,0.6660501415437922,0.6270564455498127,0.2384204875355366,0.8299846476577133,0.6551469551988629,0.5245389883763545,0.7584797373520222,0.718709889037603,0.5335078156016783,0.9229770952209193,0.8858797348178291,0.43089127225861085,0.6437680365191654,1.0,0.806681245019459,0.763170665827021,0.5992306663435535,0.5079670789229301,0.6947247059895308,0.8490044704662546,0.7870122779171781,0.8166130835115986,0.6552519499044671,0.40055639049779307,0.8498808425619064,0.734935589046727,0.555805495639983,0.7043916872016208,0.4347632580027491,0.722439293958674,0.7553295945109734,0.45467054120413564,0.6969733498429233,0.8339128923916723,0.6962397846957732,0.9535725355788894,0.7170130198210521,0.895185358823243,0.5970664050627391,0.5724386324800952,0.842544210989788,0.7034056726645321,0.8489012396723221,0.7671548086168722,0.6427924046641617,0.6229646641479708,0.52801363103175,0.6614999733902324,0.59597311970062,0.7636165716709411,0.7873292655402402,0.2892126195388747,0.425293430299736,0.8435640795845788,0.7670431657834652,0.8134109481555766,0.41278875258073916,0.8635121917486405,0.7481395830818252,0.4135033704998917,0.5261752565983898,0.561106227361905,0.8209574307036271,0.9127354432435115,0.4657825260980025,0.7103837036790861,0.6487986767818259,0.8551338030320844,0.8364613971600615,0.8506275438722074,0.5802897754678401,0.5151918019984132
Animesh Mukherjee,0.5513485672374709,0.6530496178362049,0.793773598217015,0.8278574123478304,0.6927184960412824,0.9306702154904812,0.8788801442835533,0.8169758212610773,0.6284922792882581,0.8280891212154353,0.668274499737684,0.7544151010425787,0.7482420394794547,0.7080849111698683,0.8272895086264247,0.8298958286173538,0.43968889377053305,0.6436436264887905,0.9469967531088063,0.8307815202065321,0.6414020481743895,0.7989687903198373,0.8250497655221647,0.8244563744232427,0.9677046855866046,0.6204834124268092,0.5010131268803644,0.806681245019459,0.9999999999999999,0.6482706474109619,0.8285087321189649,0.5214990896293243,0.6501002883240597,0.6874622971279123,0.7421188998442604,0.8402713609618634,0.5064276552261527,0.7135454852470975,0.6380214322569642,0.5927600720247214,0.8589035653914625,0.7735905696727624,0.8194328658143687,0.8839126014500212,0.7714892524201714,0.4826955592019347,0.49106135559528713,0.8270765062180229,0.8426039289030641,0.7771658922291652,0.7979926270985718,0.7983706173262044,0.46696922904055754,0.7772238376527749,0.6849618127889096,0.8766635217221205,0.6528787596502068,0.9362703798834022,0.6853718883773902,0.8198133437151965,0.7429665790755617,0.8781929479877545,0.767464929920385,0.6784914753916819,0.6625993842031929,0.5131429297899832,0.6925992008436718,0.8782507316835446,0.8244363931756368,0.8726448472593398,0.6471486271414892,0.8534518196054258,0.6547317678053084,0.7460368224987135,0.8936911775716311,0.7579232860237843,0.6986256323749263,0.9357135608269768,0.759343930130011,0.8084691296814324,0.530309201515175,0.8723106832078187,0.8495939660105527,0.8272494090759069,0.9055807934527065,0.736557229427956
Bhargab B. Bhattacharya,0.5224705154178001,0.9891070426417418,0.7036900437953294,0.8071826665418308,0.13312577775080983,0.7550878224132662,0.7643943711189547,0.42514277027734976,0.5245336638387201,0.8158885533128566,0.227613592471133,0.10893641789034252,0.9259911982959385,0.2573755761803917,0.28374994336267995,0.31442481978823617,0.08333032190423288,0.9203916295454103,0.5670940131203209,0.25413553129327604,0.8357443683694548,0.881879953863039,0.2809032630175663,0.5558461454726945,0.6859152683836726,0.3517943795744139,0.3074205994676894,0.763170665827021,0.6482706474109619,0.9999999999999999,0.3039672041097296,0.08396998759824793,0.4514137646538471,0.44096632215027337,0.9472049097320278,0.8225564837910447,0.8849787841260449,0.08493793138119586,0.9312634898990565,0.9922137650935732,0.6680221599309427,0.4207749010584127,0.32360420624747793,0.37686134445605723,0.6834820748728133,0.3428234934689578,0.8913079811541392,0.560477126677004,0.7511829358057494,0.8416955078514308,0.47830301526065494,0.8062668318592494,0.47740990705271913,0.4029448888406065,0.7635714547100215,0.4270880859441839,0.9669934531105943,0.8011885404420224,0.5507059583507248,0.6593915022659718,0.34257946396635414,0.4587041527163931,0.1593510784849207,0.2965255860822183,0.9307397324974672,0.05823433023410888,0.36562659991061097,0.6126501537044181,0.4176492049449277,0.620327382447786,0.38324634917694905,0.9300198034714324,0.9820484412845988,0.23022777869282607,0.3210660559102683,0.2656039977267263,0.9455588972656125,0.8147674160319913,0.21588144650041094,0.7847513522188929,0.9719506767727781,0.8436374106243588,0.49927816495869004,0.5686198716239138,0.3168478243828579,0.47386929294322383
Parag Chaudhuri,0.3866382545193776,0.32983842630871646,0.5943387578536289,0.7192192893162689,0.7998774154955858,0.8131434137817656,0.7403276884673133,0.9161811576740064,0.5046577463017409,0.6983783591348589,0.8289246940191758,0.7303105648087491,0.488798960726978,0.8062960669812926,0.919126927675663,0.8791051036382644,0.6256090839301185,0.33839186620861045,0.7479628687815219,0.9530555900345365,0.4263964473636707,0.5360187258160455,0.8910722810974314,0.7393948121000912,0.7362474088495693,0.6957038964070379,0.451208929450191,0.5992306663435535,0.8285087321189649,0.3039672041097296,1.0,0.5941967918405343,0.6056809111255125,0.5063246661524994,0.513627306187229,0.6615992789846473,0.16678874930185786,0.6041606533366087,0.30253860981621455,0.2415411161206902,0.6219356921157678,0.9071159382038475,0.7868276958047967,0.9143766489106044,0.5643253692857919,0.4482969796317853,0.1402299232693063,0.7215177679877756,0.7710330812030206,0.584949748875157,0.8920867590222779,0.5495212477668905,0.36721733557721453,0.9336082101616268,0.41160009256832847,0.8571468438505712,0.31509327591916114,0.7357126765171607,0.5153339634066049,0.7251539703153201,0.8738036193457777,0.897424990729428,0.9062009486022613,0.6530658798842724,0.33666224911212406,0.6932691676423881,0.5901330621210165,0.8143725746363426,0.8370475021115754,0.8462897093951023,0.686231374019804,0.5538347417340604,0.2686431531744044,0.8632122136077159,0.8301360741298331,0.9062375776118766,0.46091840698741293,0.7490290696022928,0.7467252912047266,0.5981765895772388,0.17990062590190106,0.7352274355604714,0.7196047156100807,0.7692211736301997,0.8441214062738351,0.7400183152587625
soumyajit dey,0.643733419033021,0.047221750823810846,0.5038865363669086,0.19859177050568916,0.5188596073229716,0.4531129862337235,0.6016601738220813,0.6031961484107544,0.6600984254538707,0.3064973899343878,0.6314043062198093,0.39603780160166846,0.3831722559814226,0.48659722312132425,0.7497903883339672,0.6693728067712911,0.3059333447177673,0.16891190571348275,0.3756580473057394,0.4983635799708012,0.3799848873214096,0.18680240335036222,0.5615276214436971,0.6026949224916006,0.5248315339454561,0.34423397539038814,0.6711818169724098,0.5079670789229301,0.5214990896293243,0.08396998759824793,0.5941967918405343,1.0,0.6667988441833167,0.610934497405844,0.1301295080240996,0.4101601309285631,-0.10884823245104114,0.43221598615587453,0.11022716750288715,-0.008018871223279685,0.24383236838229722,0.5643825410048571,0.4673098264495566,0.6948326838483743,0.5782567733006196,0.558808848132493,0.10234853433032834,0.6484426741078644,0.3877080234916612,0.3450537425095734,0.5612330378240238,0.44783632771819654,0.13939661249228744,0.5511906683447879,0.31036944134300737,0.6631242240647275,0.22998617682556552,0.3273896808341052,0.5804303955050425,0.38557413764882986,0.7216149953339227,0.5666263013988533,0.7423762666029358,0.8142163861839649,0.2347055250260508,0.4671292935115324,0.513643484006493,0.6117549621623941,0.7341879943318741,0.534593747273722,0.2859700371772402,0.2363369765215038,0.011120814017913415,0.5101679507071526,0.4453742445657879,0.7095040708665203,0.1518151302368999,0.5143300050252949,0.35198209924589896,0.3194089584423567,-0.09368356269142884,0.3935475095545451,0.6934382384514298,0.6243860349890351,0.5290072785813852,0.3798487327782394
Chaya Ganesh,0.866001091727832,0.4186127650507164,0.6944653709372579,0.48459447023280455,0.35078947753410555,0.6561200625578042,0.7519671912167456,0.7182548049766977,0.9533164509727063,0.5672612240683392,0.6334951740844105,0.35022134282589806,0.6367489896576463,0.3445891569738854,0.6591206496998354,0.5727436496006096,0.19619335811796534,0.5109050953733225,0.43905660968581084,0.4554378112526376,0.530199288130078,0.40748284144505825,0.44024773779049386,0.7329432504573795,0.6914014140917936,0.29836459232246504,0.8272074023472645,0.6947247059895308,0.6501002883240597,0.4514137646538471,0.6056809111255125,0.6667988441833167,0.9999999999999999,0.7076082490388907,0.5305179501630886,0.8243681561984636,0.2695025079249322,0.40183326088315485,0.4625475587936344,0.39181651583034605,0.33236190412298144,0.7451937288745917,0.3540019315846232,0.6177217533803386,0.6217514733192009,0.8825147323112642,0.5713704223242811,0.7148191174559408,0.5502857467622397,0.6454763390790897,0.7797249508603262,0.789126030889464,0.4971879348012198,0.6236552660206414,0.5676662974485902,0.5373340915890499,0.5630867651915384,0.5167575111386518,0.8643912240133447,0.4289137004318487,0.5240323067425,0.5269700148719506,0.5638408368076613,0.8617436525552464,0.6542152481191463,0.2801393840492023,0.34451942794057216,0.8222443190125338,0.8120784686173178,0.7710208689100134,0.272814628135005,0.5356162371340133,0.36623561652736986,0.3707298525480362,0.4280261291352243,0.7903026572912938,0.5315770158330334,0.7446463859382391,0.31097914854773634,0.417588127524561,0.2758820764327441,0.6992120685272246,0.7472268120197332,0.8407212381985257,0.5367282900685318,0.3284247388343537
Arkaprava Basu,0.8264016777385438,0.35860262483842686,0.5196105114704103,0.42680920446172244,0.2527325694769507,0.6276787740010803,0.7700697531361826,0.5677834579726738,0.7963059208127308,0.4401229922611191,0.7706612903685194,0.4853493384159391,0.5933509301582012,0.23501534382530095,0.5914273636655333,0.48498981675218417,0.13132737447986587,0.6312218111956455,0.5176217942950447,0.40603265086268864,0.6074425123713174,0.35163816907175477,0.38203414109335515,0.902183886355817,0.818125531966163,0.21479933333041693,0.7051538198067603,0.8490044704662546,0.6874622971279123,0.44096632215027337,0.5063246661524994,0.610934497405844,0.7076082490388907,1.0,0.4638922957963662,0.625318577182817,0.31558919622992854,0.6250943113597773,0.5586092480484786,0.4055624545047002,0.2868427312648935,0.6161520823141211,0.2636470811215172,0.6121367726345219,0.6017836263680252,0.39533766677420124,0.42128101282439195,0.8078415670613343,0.36201254524571364,0.7127941661724964,0.6288288818372226,0.8198752655354066,0.551938358736304,0.3930614525025861,0.7784915779053857,0.5377846156938708,0.5750896386583525,0.49280067191187127,0.5239722601192925,0.31013846274339646,0.37854177973576086,0.42597670307871804,0.5454904164250044,0.8786223287585451,0.4956071755058934,0.209210986737232,0.23720786082296744,0.782267207165979,0.7970317655125098,0.7263619726114452,0.192949515511427,0.5953918709340731,0.41275782414675977,0.20756783556150493,0.5003250799218106,0.5750809948443464,0.5602617426337527,0.7217960097172246,0.4861776744480135,0.33802824831475753,0.26208729639857736,0.6107379499775322,0.874919212317541,0.8484011461672262,0.6157776523817166,0.21895429748270792
Naveen Garg,0.5128770425953503,0.9544754585232441,0.6861433270959164,0.9202737189500889,0.21634784427732037,0.8632584727790448,0.8281347564846198,0.6199718939855514,0.5306458341831358,0.8461758702861881,0.3819784887782267,0.25734591410107965,0.9098197862599428,0.33982105221010567,0.41592704024241317,0.4388430140936517,0.12050899982466906,0.8551847066265466,0.6426352310630109,0.4402950836121763,0.804865206107894,0.861941451606939,0.4013807851825602,0.6609299164262504,0.7410885385864648,0.38288689957496036,0.3973479951036353,0.7870122779171781,0.7421188998442604,0.9472049097320278,0.513627306187229,0.1301295080240996,0.5305179501630886,0.4638922957963662,1.0,0.8899769669635972,0.8504683061164359,0.17747330420668803,0.8857186450685415,0.9404252787002534,0.6887583113010419,0.6477172129518596,0.4131737696768416,0.4902284285525317,0.6372181427959387,0.3971457183120558,0.8153974724915314,0.5758369592279869,0.862605200505846,0.9007038305517255,0.6832706974783399,0.8157631605557547,0.563058850660467,0.6259054237766442,0.7794308699541539,0.5086765135613596,0.8984884227668846,0.8611882545477887,0.5406535204539195,0.6874876358842483,0.48600692227089315,0.601595855247459,0.32774327060915853,0.3490588738126447,0.8840144599688573,0.10574537264788089,0.33992329305294383,0.7224202516357061,0.5333187213090369,0.7813608808281803,0.4132470962699012,0.9567184216184211,0.9239059377679153,0.3741904664776451,0.43990084727467327,0.44954543119799184,0.9553827929592741,0.8789695031916939,0.30907715037641476,0.7848946823177348,0.9131102457311016,0.9355851468784434,0.5285464728385916,0.6758872679549222,0.45617748775907,0.5128009516506659
Bhavana Kanukurthi,0.7040387470450045,0.8131724496973626,0.8194969094796613,0.8390461692619772,0.4062003462271072,0.8913105887450242,0.9030856889583619,0.7931724331783324,0.7935510944925515,0.859101620669858,0.5367941892484722,0.3985861727371315,0.8889116309612755,0.4650441995711293,0.6346785882186677,0.6135012749583498,0.2557290697996108,0.7933445037464588,0.6958956583444428,0.5606945811232228,0.7670400213804917,0.7999555230346773,0.5433785722517068,0.777299913973189,0.8484774737219851,0.46251986333908246,0.6085257639647459,0.8166130835115986,0.8402713609618634,0.8225564837910447,0.6615992789846473,0.4101601309285631,0.8243681561984636,0.625318577182817,0.8899769669635972,1.0000000000000002,0.6495600099882698,0.3719664340034884,0.7736623495712492,0.7798869575265709,0.6874137045236638,0.7756228845069119,0.5305742549655758,0.6635283790034141,0.7567573940415996,0.6739885929814574,0.7655437652226375,0.7570582833560913,0.8586741863153387,0.8573794406754673,0.8243976039351899,0.9066290840489045,0.6376552491031025,0.7337842589675249,0.7880463498676348,0.646967144813038,0.8336656700082425,0.8485746531884644,0.8158557514973778,0.7212495917857524,0.6120200884973197,0.6877829235031434,0.5277792237917013,0.6498003301306052,0.868171529023191,0.28312923065661333,0.49308367297120026,0.8851041003135951,0.7647001683263023,0.8817818570487467,0.4767694755933671,0.876496510964576,0.7699843251360771,0.4947763361737782,0.5697795335920294,0.7042534263411379,0.8585001502316539,0.9438431550894062,0.4135980108498874,0.7513065730711352,0.7072388216411215,0.9510123237458273,0.7365200398865481,0.8494360384395429,0.6173503288514809,0.5636049896571147
Jayant Haritsa,0.3784681312632038,0.897149625566954,0.5598441629727113,0.6895478688940991,-0.013134843982340504,0.6587300572664486,0.5989343552544372,0.2884629822713512,0.3388578383967631,0.6576081178599029,0.1065970901263976,-0.004850729401254143,0.7856554535293286,0.12270577608457779,0.13894840445291048,0.2425946834578821,-0.09833108437235402,0.8200711286178484,0.4426632437152816,0.15200225273482862,0.6846537237903705,0.7507599317187555,0.17466808547194845,0.42213594252684533,0.5350841345421626,0.1757287247146827,0.18094656276905466,0.6552519499044671,0.5064276552261527,0.8849787841260449,0.16678874930185786,-0.10884823245104114,0.2695025079249322,0.31558919622992854,0.8504683061164359,0.6495600099882698,0.9999999999999999,-0.015765504619049145,0.9283136410965749,0.9249942133470995,0.5551314069870132,0.31276159578619983,0.22093450299552106,0.23206694262506536,0.48785074186315586,0.18604424249105173,0.84495296919257,0.3462939135141063,0.6243691019701879,0.8007170089520855,0.3654953135297926,0.6465435692700486,0.5618271463638825,0.2843296649692298,0.6230736448309251,0.30116514010685264,0.8298530569339562,0.6599907042855665,0.3476161878263358,0.49848988994934756,0.15695573084360392,0.36249193380364697,0.04853717424463813,0.13171975869269992,0.8166969420194452,-0.1245576043108806,0.2095234232037951,0.47292339454185384,0.2515751806354565,0.4989372054966233,0.2175472468914684,0.8212279601024961,0.9232143934274536,0.12824832578303463,0.19420145842169942,0.11234998112768059,0.835003463892398,0.6610304756349967,0.09383872747582699,0.6732135246190359,0.9082462499791221,0.7125712368252072,0.33235279964023173,0.41477296029825583,0.19554617879082464,0.3187343882444084
Mayank Singh,0.28082275074085694,0.05505842107331605,0.4078826995195633,0.36253401000005886,0.5841469310543222,0.46450396446792297,0.43525339727178375,0.46062257017857927,0.37454091880093976,0.32773199599410063,0.5458808448363998,0.9488805225061028,0.1895731683261231,0.43817811310703786,0.6076927778219441,0.572478561267664,0.34748457070040223,0.16338298172324603,0.7462119151189626,0.6654254043246554,0.17768173688817712,0.2646696287002711,0.6107099742206512,0.5691571305083036,0.720727611460185,0.39580257716797257,0.3593537922517122,0.40055639049779307,0.7135454852470975,0.08493793138119586,0.6041606533366087,0.43221598615587453,0.40183326088315485,0.6250943113597773,0.17747330420668803,0.3719664340034884,-0.015765504619049145,0.9999999999999999,0.1301083725352537,0.031197034460737794,0.5128375508110126,0.4612314580283996,0.6155647417019969,0.6338596940878881,0.4336405347442982,0.21964139264055618,-0.008729901932320375,0.6062485052016576,0.2812996820471471,0.2778633956168768,0.4550980260354476,0.42769043060135414,0.17382312648548273,0.3932594383409241,0.35096792343381633,0.5676949580632014,0.1071893371899713,0.5123642289640895,0.32193487726110814,0.37508932022378066,0.4108380647777808,0.5072053205452585,0.5860426664175103,0.5670451029973782,0.11072803581885632,0.4436114491323244,0.4080342827051055,0.5431306833371894,0.620014841231378,0.5258194747085316,0.4327877837491153,0.38127075791369686,0.12494584573360994,0.4789556482370597,0.8645705503621068,0.5473743429716696,0.15785121240746355,0.48679028714338207,0.8255414075890806,0.28564578947153807,-0.050664773657368094,0.34321854026985066,0.6737937771758077,0.5458065166537588,0.9084671404443736,0.38061363472076437
Arnab Bhattacharya,0.6055878137043801,0.9137908594980755,0.6958398222385552,0.710535268862237,0.12345038838627605,0.7789022661822282,0.765808070574511,0.4283754313316874,0.5573839036813473,0.7776933506804365,0.3323368049105857,0.09383826737737068,0.8591493876575657,0.2511195592924988,0.33353817562190574,0.38016456473282223,0.08412408352216512,0.9132498258259327,0.531184917647026,0.260910023412816,0.7653607858484887,0.8184088611087705,0.2959536336894855,0.6479250117454045,0.7162174851220144,0.3439797705863279,0.35946458161912165,0.8498808425619064,0.6380214322569642,0.9312634898990565,0.30253860981621455,0.11022716750288715,0.4625475587936344,0.5586092480484786,0.8857186450685415,0.7736623495712492,0.9283136410965749,0.1301083725352537,1.0000000000000002,0.9421819887608728,0.5841336246919926,0.4428463032529102,0.28532075924081685,0.42125621614500797,0.6814829897512373,0.28767018524571153,0.8749252293473853,0.6128490749569144,0.6756940711581666,0.9160183869465757,0.4886319302971533,0.8145876531615212,0.6277788062951586,0.36069588184273516,0.7789901499198861,0.46167556557985406,0.9277305506980338,0.744387519647,0.5097055697804813,0.6059013495110768,0.2933367578064236,0.45835936828246887,0.21992019767189686,0.4013011331718487,0.8767459873686159,0.07229250553947451,0.31165425658660717,0.6482286604281123,0.4715245671347656,0.6296155946358687,0.35957883704664534,0.8965912289152118,0.9470850394325075,0.20071160116359332,0.31136171497054227,0.24054603782072165,0.8919415371085505,0.8084067362628508,0.24088676518108357,0.7437270682214547,0.89600129522434,0.8063634678220338,0.5553484015785531,0.617102056823845,0.3277835790078558,0.4395304392145329
Manindra Agrawal,0.48094544061622474,0.9836649714099479,0.6419584786035628,0.7826831867003082,0.052544404907100245,0.7175573268595309,0.7170597031139951,0.370748302659928,0.4677858516446739,0.7702298229651555,0.18332344411023593,0.05191532055790729,0.8971646279908607,0.18483322945359912,0.20599521653410727,0.24808682209897534,0.0169043833979254,0.9151870365373677,0.5123050469088192,0.19346727430286764,0.8082333136613971,0.8465130471067859,0.21042576862945872,0.516418919317664,0.6350232891584683,0.28379569439286845,0.2629965502640785,0.734935589046727,0.5927600720247214,0.9922137650935732,0.2415411161206902,-0.008018871223279685,0.39181651583034605,0.4055624545047002,0.9404252787002534,0.7798869575265709,0.9249942133470995,0.031197034460737794,0.9421819887608728,0.9999999999999998,0.6180193400482189,0.3810528729976994,0.2527966804476925,0.30313933745770194,0.6134079866608799,0.2836035265850489,0.8929963703812794,0.49140581992888865,0.707641786542714,0.8359173330441718,0.4385079338322325,0.7743740486989663,0.5025968276662615,0.35090810670173783,0.7466615125583534,0.3553931554634317,0.9489975806027932,0.7555702340567004,0.4784559569360817,0.5973588832180112,0.2639363986439058,0.3979864816761316,0.08863112531201951,0.22975786477585383,0.9106521202255892,-0.020667730992304848,0.2829353136152223,0.565609351254937,0.3543778378373741,0.5839051659072669,0.31876931097361044,0.9100367520976385,0.9844219462228945,0.16046255738432327,0.25708633119640895,0.19873658802946784,0.9396186346973865,0.7689856154122415,0.161869467634896,0.738810250387531,0.9814925664155398,0.8122452087873044,0.4348956781101915,0.523870129488802,0.2539324750054127,0.4062214048775339
Dr. Pushpak Bhattacharyya,0.21452365616280403,0.7140808201102223,0.777753652546074,0.7829094940187307,0.7060508590682615,0.7965294938147894,0.6504709807611552,0.5798171003222435,0.32154497088481476,0.8349457210499139,0.28098996176081437,0.60847279740229,0.6551152153432569,0.7449398391210582,0.637536028028163,0.723883930119456,0.4676852087608636,0.5503386435448124,0.9285101822372326,0.7218758068555778,0.5214308050163847,0.9074023025085697,0.7867553049939318,0.4717948386050814,0.7710183217596418,0.6857559477738456,0.12813428544235106,0.555805495639983,0.8589035653914625,0.6680221599309427,0.6219356921157678,0.24383236838229722,0.33236190412298144,0.2868427312648935,0.6887583113010419,0.6874137045236638,0.5551314069870132,0.5128375508110126,0.5841336246919926,0.6180193400482189,0.9999999999999999,0.45945421229051836,0.8895071472651108,0.7232195950952992,0.7223266503453772,0.30553629099473967,0.4689815014732989,0.6025344102837723,0.8297202040622786,0.5724339512636901,0.4966193699602433,0.5514261210199386,0.23221661180811454,0.6062162609570425,0.45599172521969905,0.7920515997053579,0.6001046251443316,0.9352724930334839,0.5858947849872181,0.9056569089481808,0.6239280911604527,0.8167641903709406,0.5566223889505065,0.3053951195376596,0.6310137057036498,0.5080514715020941,0.8288351081119815,0.5932065014219252,0.5024558381250129,0.5798045808089423,0.7411425330901384,0.7899341802770895,0.7113885027641279,0.7683992720578329,0.8153241791746932,0.4767447312521629,0.6074389213735492,0.7664065512473418,0.6543555964678985,0.9175164143814282,0.6350547149104125,0.7253526837030052,0.5862799506555412,0.4804915147125989,0.7407757809706238,0.8419660407932935
Arindam Khan,0.5612407022795014,0.42746321387559766,0.5658130045562058,0.7403364085348,0.510110830193974,0.8360034136725069,0.8234360013086522,0.9490646241821157,0.6395421712523677,0.6469157478688597,0.819217472538053,0.5505267900628382,0.6023218361864062,0.5441202572697006,0.8050831390204582,0.7468461998992916,0.3342452680397614,0.4554621914926354,0.6016471611004961,0.7678916542144546,0.5441333586897733,0.47811655437579925,0.6674300593382132,0.8332499743527947,0.7338804461512539,0.44770379223657397,0.626917783526822,0.7043916872016208,0.7735905696727624,0.4207749010584127,0.9071159382038475,0.5643825410048571,0.7451937288745917,0.6161520823141211,0.6477172129518596,0.7756228845069119,0.31276159578619983,0.4612314580283996,0.4428463032529102,0.3810528729976994,0.45945421229051836,1.0000000000000002,0.5467620726931309,0.777879576276641,0.5316501730887592,0.5255194769309264,0.3117288722366363,0.6872014064076128,0.7755388065082022,0.733296793084811,0.9872799107549177,0.6856520599673602,0.5853290298958684,0.9368756118101039,0.5964667065871855,0.6982409300450109,0.4454413805925935,0.6730302249949738,0.5364029084674358,0.5704258169009998,0.7808250808845817,0.7803996239984633,0.7956482970132579,0.7071989154912323,0.4616576055420706,0.397185529081387,0.3496051253295052,0.8855848545154789,0.8654066392371966,0.9425688418787653,0.42950181915031177,0.6230966083038035,0.3609583392367453,0.6445764959340916,0.6251230955798132,0.8947843397738883,0.5982004982104219,0.8016503649327358,0.4979066465766399,0.517599816812471,0.29253051380604395,0.8258621698516914,0.6999528090793309,0.8747352120255587,0.7135743120222794,0.5033655767197805
