,Mainack Mondal,Sandeep Shukla,Vinay Ribeiro,Uday Reddy Bondhugula,Vinay P. Namboodiri,Anirban Dasgupta,Supratik Chakraborty,Gugan Thoppe | गुगन थोप्पे,Chester Rebeiro,Om P. Damani,Ajit Rajwade,Ashutosh Modi,Pallab Dasgupta,Suyash P. Awate,Bivas Mitra,Sayan Ranu,Shanmuganathan Raman,Raghavan Komondoor,Partha Talukdar,Ganesh Ramakrishnan,abhilash jindal,Pabitra Mitra,Parag Singla,V Krishna Nandivada,Saptarshi Ghosh,Sukhendu Das,Abhishek Bichhawat,Vijay Natarajan,Animesh Mukherjee,Bhargab B. Bhattacharya,Parag Chaudhuri,soumyajit dey,Chaya Ganesh,Arkaprava Basu,Naveen Garg,Bhavana Kanukurthi,Jayant Haritsa,Mayank Singh,Arnab Bhattacharya,Manindra Agrawal,Dr. Pushpak Bhattacharyya,Arindam Khan,Shirish Shevade,Nipun Batra,Ayon Chakraborty,Shweta Agrawal,Satrajit ghosh,Smruti R. Sarangi,Shalabh Bhatnagar,Surender Baswana,Siddharth Barman,Subhashish Banerjee,Kartik Nagar,Prashanth L.A.,KC Sivaramakrishnan,Devarajan Sridharan,Vinod Ganapathy,Mausam,Arpita Patra,Balaraman Ravindran,Shishir N. Y. Kolathaya,Purushottam Kar,Sourangshu Bhattacharya,Biswabandan Panda,Debdeep Mukhopadhyay,Chetan Arora,Rijurekha Sen,Sudeshna Kolay,palash dey,Shankara Narayanan Krishna,Anurag Mittal,Niloy Ganguly,Soumen Chakrabarti,Piyush Rai,Mitesh Khapra,Aritra Hazra,Nitin Saxena,Shivaram Kalyanakrishnan,Somak Aditya,Narasimha Murty M/ M. N. Murty/M. N. Narasimha Murthy,Krithi Ramamritham,Chandan Saha,Amey Karkare,Neeldhara Misra,Pawan Goyal,Abir Das
Ajit Rajwade,0.6194369436601522,0.19870016452664765,0.4263886484900893,0.5087819697865863,0.5542549870270927,0.6770906119784973,0.7110431539674378,0.7614453810339039,0.6328868222764701,0.5177380005476429,1.0,0.5608664586046319,0.4318325081948192,0.5738783628136487,0.8023193421003726,0.6826064788240801,0.5152045845160032,0.41842389423574583,0.5141346813424845,0.7346624256255461,0.4352600532653411,0.3138994209111033,0.658296893585742,0.8612106124853599,0.6873396970315485,0.504315782114145,0.5894795687825826,0.724280761879101,0.668274499737684,0.227613592471133,0.8289246940191758,0.6314043062198093,0.6334951740844105,0.7706612903685194,0.3819784887782267,0.5367941892484722,0.1065970901263976,0.5458808448363998,0.3323368049105857,0.18332344411023593,0.28098996176081437,0.819217472538053,0.4423115921235242,0.8016045843135374,0.4623129435698302,0.3807821776357049,0.1476228298958018,0.7631791996912656,0.4761809867342122,0.6318932717085313,0.793085701521116,0.6102920701874595,0.43181109694504366,0.6805627224570651,0.5095988692277909,0.7008218888537698,0.3391559749601525,0.5002784737945528,0.4170314262574679,0.44281064578283924,0.6301070504273343,0.6479205146126377,0.7994052494370691,0.8113148185720445,0.2853276231124185,0.568367128600868,0.3151886397108934,0.780136049385371,0.8327642897953813,0.7777932222248607,0.45783325327094176,0.45048024147600285,0.17799823402524997,0.5448264047012655,0.6108926066560554,0.7839677923827528,0.443223608316881,0.6578243179830214,0.6626045147867617,0.3450143765015261,0.06835520527552519,0.6103361648095109,0.7878348207241339,0.8145502304235128,0.6630941864698419,0.47692500288895606
Ashutosh Modi,0.17172132900406573,0.11195778495256924,0.38773325069911135,0.5053536190322536,0.6660725345348973,0.5338564623392589,0.4408051694130543,0.5515295113260087,0.27000295122318413,0.402548653235779,0.5608664586046319,0.9999999999999998,0.20837869584733482,0.5575692170461133,0.6529344494073167,0.6291138144320614,0.41950981325455416,0.12208065050085751,0.8184602947902232,0.8045042256337395,0.17295179038796812,0.3402663521786674,0.7141534305338956,0.5430108800909271,0.6940611264319674,0.4741217924582194,0.32206216207947924,0.3586853820052755,0.7544151010425787,0.10893641789034252,0.7303105648087491,0.39603780160166846,0.35022134282589806,0.4853493384159391,0.25734591410107965,0.3985861727371315,-0.004850729401254143,0.9488805225061028,0.09383826737737068,0.05191532055790729,0.60847279740229,0.5505267900628382,0.724351903638613,0.6880473958609183,0.3816309918446727,0.22908906051778433,-0.03275422908970543,0.5386493737400665,0.4214892050015311,0.2866871905828319,0.5281774383666576,0.36085835505014724,0.11062552869697248,0.5509126786770351,0.3044694961996606,0.6315657160091789,0.09703164891596755,0.6022475119192016,0.2922730766323923,0.47110033151472014,0.5358950292179517,0.6367062749031152,0.6609506121986054,0.4549778213225592,0.11688411013887044,0.5045601799928808,0.45974325864200505,0.5314859381215895,0.5847657493979432,0.5710438367660278,0.517093762416465,0.42636174395128323,0.14190226480910043,0.6356982012777077,0.9317060699358994,0.6125323720325154,0.1957247378994007,0.50916875945438,0.878549256578855,0.3689563810799963,0.004308319057546141,0.4103427090901534,0.599079785237255,0.5067040693562165,0.9413281713371515,0.49790316152124775
Pallab Dasgupta,0.6497446639836734,0.9023706668429792,0.7766409056927781,0.8269936596261053,0.2735532046315782,0.8184200267291419,0.907748449772163,0.6089633842977938,0.6988308073602588,0.8224596852098519,0.4318325081948192,0.20837869584733482,1.0,0.36204194317751587,0.48688921919959716,0.4844491529920608,0.14754427490895095,0.9235967297342559,0.5997261845950267,0.38282629025583653,0.9413679702439834,0.8260647075923399,0.4180622686129592,0.6826305676190043,0.7688377004568016,0.38530121253132965,0.45835992050633345,0.8307272294428204,0.7482420394794547,0.9259911982959385,0.488798960726978,0.3831722559814226,0.6367489896576463,0.5933509301582012,0.9098197862599428,0.8889116309612755,0.7856554535293286,0.1895731683261231,0.8591493876575657,0.8971646279908607,0.6551152153432569,0.6023218361864062,0.42029542448535445,0.544130960103903,0.7695599188520865,0.49412566192466933,0.8239817418719951,0.6990904427415826,0.8139121315944489,0.8698434243676367,0.6707787577931814,0.9022675531722703,0.5259273031755416,0.5804537466776909,0.7810537219960834,0.5726065790747429,0.9345502969490048,0.8107013020278423,0.6658440839693688,0.6953860093048442,0.5463487380149844,0.5790422353762493,0.3676310281020811,0.52936527088838,0.9103670262645567,0.1683730334227314,0.463460924429465,0.7919614753181627,0.6452166172921695,0.7813946819622399,0.4003511485939814,0.9005799503460465,0.8712928002750906,0.3586569202375035,0.4099939391801246,0.5418966040112492,0.9443643162964492,0.905052911341598,0.2797000955437493,0.7691720910344185,0.8319515297234448,0.9234568183181117,0.6874666059516652,0.7552940490955201,0.4445304529716464,0.5085847854094547
Suyash P. Awate,0.19946825440799043,0.31256734757540144,0.6265555762519796,0.5246066317348934,0.9581377775186006,0.6816220491154286,0.537825222350708,0.6810281227257149,0.30201278698025347,0.7207543338529192,0.5738783628136487,0.5575692170461133,0.36204194317751587,1.0000000000000002,0.8595136444072352,0.8840787820875313,0.847195750597747,0.24885272279249984,0.7326580761721581,0.8871052117663846,0.2452054690938852,0.6491428275632041,0.9621136511526481,0.46835615178638385,0.5889823987543774,0.8840650771990854,0.13745988661110967,0.4459911830440378,0.7080849111698683,0.2573755761803917,0.8062960669812926,0.48659722312132425,0.3445891569738854,0.23501534382530095,0.33982105221010567,0.4650441995711293,0.12270577608457779,0.43817811310703786,0.2511195592924988,0.18483322945359912,0.7449398391210582,0.5441202572697006,0.9070297467213614,0.8927441864746535,0.5944890086598801,0.32549797157874105,0.08903320407824881,0.6390252705820447,0.6882975250033789,0.39074540119125345,0.5482248422291474,0.33291334673553913,0.11710411235802426,0.6996750386023818,0.1560326217433883,0.9184727212998816,0.2600313355452487,0.7016869712942353,0.5360633395976189,0.863434112018438,0.791109811041711,0.8802844029468978,0.8215944039770152,0.4600537706904282,0.29111637191194417,0.895027297031478,0.8676151849236409,0.56868345514373,0.5985442128764882,0.514287993131805,0.8736264687899166,0.43083321447831285,0.26839807113618463,0.9479278969129121,0.7850803275581053,0.641158649291126,0.28468298816869003,0.5935746955366729,0.7442978008691472,0.7286985727930105,0.18745915476102049,0.5372801601710988,0.5847036534867014,0.4739258822717503,0.6804042931579459,0.9494522512949427
Bivas Mitra,0.5145165658570958,0.30055563428828,0.729861279220351,0.573235751809843,0.8560731606780753,0.8001447703396075,0.7520482555735247,0.8675554956313878,0.6233174585146891,0.6910287437528067,0.8023193421003726,0.6529344494073167,0.48688921919959716,0.8595136444072352,1.0000000000000002,0.9712833632696487,0.6390053650906593,0.3481702870459655,0.7425280374616985,0.8919902236757606,0.4194079029505126,0.5530184893654781,0.9309953570981602,0.7513488790538736,0.7760553113292865,0.7291170275849531,0.47856228240669163,0.6660501415437922,0.8272895086264247,0.28374994336267995,0.919126927675663,0.7497903883339672,0.6591206496998354,0.5914273636655333,0.41592704024241317,0.6346785882186677,0.13894840445291048,0.6076927778219441,0.33353817562190574,0.20599521653410727,0.637536028028163,0.8050831390204582,0.8353020992639238,0.9826005565025261,0.722802161601108,0.49403303389652287,0.16148298471964503,0.8228556818850234,0.7141475632938223,0.5700396782814147,0.798186118617745,0.5673969026115224,0.3343493301605951,0.8295404102695129,0.402404255833603,0.9465051108162073,0.35099140539130586,0.706851604776832,0.6567704459073965,0.7594287515799529,0.8527655274153504,0.9124064371151234,0.9591347225992513,0.8016254112613543,0.36979279802569914,0.7471692812609915,0.7594809326261961,0.8119225402510465,0.8796211765479459,0.7563213566899181,0.7023508921431054,0.5165724925276064,0.26320374491245835,0.8796764885112033,0.803966310938851,0.8624189866906449,0.3920539136232106,0.754097052642593,0.6909035950785771,0.6697980560120901,0.13881327054949827,0.6748696392539605,0.8364687962383399,0.767832638978782,0.8259877661066,0.7826635534720798
Sayan Ranu,0.4216724870510282,0.3522159301375457,0.7624332906622228,0.5843028772605517,0.8704900351579048,0.8154474489262445,0.7155773517385735,0.827850421048909,0.5293575915666523,0.7135070712067457,0.6826064788240801,0.6291138144320614,0.4844491529920608,0.8840787820875313,0.9712833632696487,0.9999999999999998,0.6105796633946461,0.3323347840555554,0.7767937673399322,0.8897589385014242,0.3868146824538114,0.6176220253102439,0.9548378613373841,0.6697562930288055,0.7559413176767122,0.7410739340829889,0.3822246068409742,0.6270564455498127,0.8298958286173538,0.31442481978823617,0.8791051036382644,0.6693728067712911,0.5727436496006096,0.48498981675218417,0.4388430140936517,0.6135012749583498,0.2425946834578821,0.572478561267664,0.38016456473282223,0.24808682209897534,0.723883930119456,0.7468461998992916,0.899866512383805,0.9635739676577654,0.728299433352838,0.44578311754303446,0.19181431541483795,0.7582938112059794,0.7568094335469574,0.5674970525181027,0.7462118784624988,0.5161642758712561,0.3344265270563092,0.8170407297065725,0.34362512575944343,0.9597008141517629,0.3476422870497688,0.7458618519266187,0.6322401470984625,0.8130514403516808,0.8421432268458314,0.9454260289909663,0.9281978388941764,0.6982712854307662,0.38797390263216447,0.7225073906387719,0.8142225337184917,0.7656408675277634,0.8088173734266644,0.7105530900343945,0.7280394946737592,0.5403865164122357,0.3255221952998148,0.9198646453195484,0.8120440295909703,0.7940049546775447,0.3801989826414172,0.7437847671559288,0.6656935980655669,0.7476222085288143,0.20211897434503928,0.6689085972947902,0.7686807202239566,0.6919033631797634,0.816519739588913,0.8270376050294264
Shanmuganathan Raman,0.04369634534791303,0.09757327020197935,0.4191388827508265,0.29750366867446965,0.8662456479250106,0.40105534119277453,0.3327700115866533,0.4361469727297508,0.18411175650991335,0.5853493073066746,0.5152045845160032,0.41950981325455416,0.14754427490895095,0.847195750597747,0.6390053650906593,0.6105796633946461,0.9999999999999996,0.1571703690903056,0.4514299404557434,0.6825493820079055,0.10792602827805269,0.436646424167457,0.7394586799004256,0.282413595996373,0.36900505391613597,0.9218686620096996,-0.0718326362658053,0.2384204875355366,0.43968889377053305,0.08333032190423288,0.6256090839301185,0.3059333447177673,0.19619335811796534,0.13132737447986587,0.12050899982466906,0.2557290697996108,-0.09833108437235402,0.34748457070040223,0.08412408352216512,0.0169043833979254,0.4676852087608636,0.3342452680397614,0.6308170187027473,0.6653028678590063,0.44602485335534897,0.13624980337254253,-0.08336787125267656,0.5846025385351226,0.396054029147848,0.1652825891370155,0.35183315217337874,0.21188269115380645,0.005117867301033908,0.4378816098545694,-0.02177960185173887,0.654895356877746,0.071000611216793,0.450321402370003,0.31284814687652274,0.6928861893800516,0.5944314931779461,0.546809215655801,0.5527197754762487,0.33847578891989155,0.057817577113893126,0.9773916117638104,0.6234840560692666,0.40779415935460106,0.47260934188428466,0.3244931841153417,0.8990756629098842,0.17648075281235098,0.06624583890552842,0.675273246374349,0.6006142972647818,0.462359307367425,0.1224747855928669,0.35735849799550673,0.7165282579482213,0.43679772787508314,-0.0002469302151950851,0.30515653745579036,0.4224146132731288,0.34937627764756624,0.4768446382858699,0.8212869546390956
Raghavan Komondoor,0.6064934495125577,0.8754266511990423,0.6916729112927221,0.7421092912117729,0.16379237022183596,0.7258435676051295,0.815494930144604,0.4473162112823864,0.6451305740674805,0.777257225916789,0.41842389423574583,0.12208065050085751,0.9235967297342559,0.24885272279249984,0.3481702870459655,0.3323347840555554,0.1571703690903056,1.0,0.5083022823233554,0.24948816303743146,0.9086277041316384,0.7787821445143471,0.2856097024328231,0.6555782560849271,0.725364056014671,0.36126820425782513,0.3107719146886029,0.8299846476577133,0.6436436264887905,0.9203916295454103,0.33839186620861045,0.16891190571348275,0.5109050953733225,0.6312218111956455,0.8551847066265466,0.7933445037464588,0.8200711286178484,0.16338298172324603,0.9132498258259327,0.9151870365373677,0.5503386435448124,0.4554621914926354,0.2603187229124284,0.4268302848542931,0.7095740004902705,0.29847802563780573,0.8110042129794705,0.694131706997151,0.6411622645101019,0.8523368924132266,0.5274824152718001,0.8904590623295593,0.5809747475110951,0.3611848150896753,0.8056889670829734,0.44395097615903334,0.9359367222108643,0.721074404373569,0.5341183840352437,0.5931430198950427,0.30636756981612595,0.40088288559329316,0.20479466093472354,0.47667706803555365,0.8576085788830272,0.12771224719571042,0.33582223003991757,0.7071403939280209,0.5541576790603944,0.6702715454112885,0.377928579324177,0.8590561840596458,0.8857279700126941,0.17234982182848899,0.31804398393659444,0.35792938593878415,0.9537132624215289,0.8155002198345876,0.27454106599830086,0.6732411026328864,0.8353422839018758,0.8295652512477222,0.6669627728014729,0.6937219181276317,0.34125730684841643,0.42253150225356895
Partha Talukdar,0.3504952392480473,0.5941324301403511,0.7100722452325877,0.7776392907785764,0.7181119710761773,0.8374328706033436,0.7019031021021348,0.6784930907817055,0.4145156721051512,0.7633703728245211,0.5141346813424845,0.8184602947902232,0.5997261845950267,0.7326580761721581,0.7425280374616985,0.7767937673399322,0.4514299404557434,0.5083022823233554,1.0,0.8374890668256856,0.48256967645757226,0.7932589022207823,0.8359606027424895,0.6710914408120849,0.8855352795650415,0.6291044379407293,0.33723144919588305,0.6551469551988629,0.9469967531088063,0.5670940131203209,0.7479628687815219,0.3756580473057394,0.43905660968581084,0.5176217942950447,0.6426352310630109,0.6958956583444428,0.4426632437152816,0.7462119151189626,0.531184917647026,0.5123050469088192,0.9285101822372326,0.6016471611004961,0.8840924221250785,0.8247197334085483,0.6762951805490527,0.3423232410054353,0.3867977697661157,0.6882115805750335,0.768338038196459,0.6246135166314686,0.6089774218005103,0.6065788775720917,0.29640036137353076,0.6633567246131806,0.5618974042218069,0.8443833234967778,0.5464685298450402,0.9198316619762638,0.5734536258639578,0.8070858791422201,0.6477602792462278,0.8569874623424485,0.7072130483670913,0.48402353966653633,0.557831502338899,0.5178918095061792,0.7438073724326992,0.6841997495121479,0.6332583310291896,0.693350667252898,0.6753417980982676,0.7925148683169657,0.6112764235434306,0.7783979033046272,0.9410404148881987,0.5962915326179121,0.5731424539192491,0.8044291853364925,0.8144956831260953,0.811032720968489,0.49556768959942127,0.7285867011761097,0.7204673352242463,0.6111074778628798,0.9039664298079777,0.7672521216482092
Ganesh Ramakrishnan,0.26810327896160263,0.30155791175661417,0.5587765547718264,0.6714294885813297,0.8730038393649785,0.7760949640083519,0.6197107947397089,0.8175255164193371,0.35486274637651916,0.6789614357997971,0.7346624256255461,0.8045042256337395,0.38282629025583653,0.8871052117663846,0.8919902236757606,0.8897589385014242,0.6825493820079055,0.24948816303743146,0.8374890668256856,0.9999999999999998,0.27965836074426087,0.5737233250727315,0.9552792853922316,0.6497067307799197,0.7144490144366054,0.7415580046381819,0.3447544899230418,0.5245389883763545,0.8307815202065321,0.25413553129327604,0.9530555900345365,0.4983635799708012,0.4554378112526376,0.40603265086268864,0.4402950836121763,0.5606945811232228,0.15200225273482862,0.6654254043246554,0.260910023412816,0.19346727430286764,0.7218758068555778,0.7678916542144546,0.886548125593321,0.9205744846476267,0.5094194349369479,0.36863720920810683,0.09133560047228889,0.6449281652633889,0.7252071024114676,0.502871973784719,0.7442737895174268,0.42345751805764986,0.2559787547497463,0.8427372434974074,0.3147965781695238,0.8936083229796753,0.2515066435015931,0.7556103375973278,0.4737058798334934,0.7565979364980209,0.811700058721037,0.9243932928324934,0.9000588400911645,0.5330888952581504,0.28552377323548456,0.748538693877755,0.6818819195331484,0.6872863664175716,0.7063999133436918,0.7162790909100468,0.7470433638663684,0.5320362613405033,0.2651270857246559,0.929753855539955,0.91516577810839,0.7852015531093723,0.3597475554161444,0.6774379305381055,0.8530615661146213,0.641091433665662,0.16672140382469608,0.636087248442908,0.6507647160298259,0.6193654785827394,0.8736763343391536,0.8141053562247503
abhilash jindal,0.5537894601708797,0.7842838114302251,0.6930604810382884,0.7634520689437869,0.19904799156266667,0.6998241024400298,0.862285342914629,0.5242333766094291,0.6433946776583891,0.7157560618827223,0.4352600532653411,0.17295179038796812,0.9413679702439834,0.2452054690938852,0.4194079029505126,0.3868146824538114,0.10792602827805269,0.9086277041316384,0.48256967645757226,0.27965836074426087,0.9999999999999999,0.6905326229665399,0.31543592671577236,0.6337962922727677,0.691910935487461,0.33647185660337164,0.33594961330679957,0.7584797373520222,0.6414020481743895,0.8357443683694548,0.4263964473636707,0.3799848873214096,0.530199288130078,0.6074425123713174,0.804865206107894,0.7670400213804917,0.6846537237903705,0.17768173688817712,0.7653607858484887,0.8082333136613971,0.5214308050163847,0.5441333586897733,0.3067820167304329,0.4555079386290477,0.7538614675180028,0.2988881081189714,0.6728884262642433,0.6954823599078299,0.6923045724951961,0.7680992558892804,0.6092464666974767,0.8490994182680649,0.47737064434763804,0.4914030342255386,0.7642137093050603,0.46665449053917746,0.8495189973077393,0.6943589509899097,0.48652479675140553,0.5880663245806798,0.4879427536602614,0.446537427117143,0.28813411116137316,0.5115938090207521,0.7597130288208728,0.12450623848304132,0.370090542232993,0.736717258302961,0.6324435657228467,0.7206985896034435,0.34676487190259814,0.7940216313147547,0.7596690431700669,0.239220702648384,0.3230495100439748,0.49507974342386746,0.907691715035213,0.8067603701463769,0.20985593965969437,0.6403640411687567,0.7224295778401445,0.83147482371534,0.6895878508851078,0.7215825253898316,0.3925822333941547,0.4018155809070148
Pabitra Mitra,0.3889312574083828,0.9093688586067384,0.8186612693663482,0.8371929567873378,0.5385836377401784,0.8561477822144727,0.7579439918361739,0.5676112007819554,0.4424029785268353,0.9434555928000722,0.3138994209111033,0.3402663521786674,0.8260647075923399,0.6491428275632041,0.5530184893654781,0.6176220253102439,0.436646424167457,0.7787821445143471,0.7932589022207823,0.5737233250727315,0.6905326229665399,1.0,0.643207492606131,0.5527212955277292,0.7649816437458817,0.676366973235407,0.19608830960209184,0.718709889037603,0.7989687903198373,0.881879953863039,0.5360187258160455,0.18680240335036222,0.40748284144505825,0.35163816907175477,0.861941451606939,0.7999555230346773,0.7507599317187555,0.2646696287002711,0.8184088611087705,0.8465130471067859,0.9074023025085697,0.47811655437579925,0.6925651499647124,0.6498596087482068,0.7803171005722166,0.34070032501163106,0.707817488572381,0.6599213781966207,0.8750908360940409,0.7645632858710893,0.5252091139765911,0.7013456158078868,0.37821939051865,0.5670557352245629,0.6115806588577927,0.7199810106295669,0.831743968051646,0.9418764574818828,0.6313860615165817,0.9133461667553896,0.5695384727582524,0.7341246701334754,0.43839104932547485,0.33317971597044965,0.824011411642715,0.4332535268031725,0.7081162060645825,0.648993157240448,0.5038490733973154,0.6279679084535892,0.7092512480811148,0.9008684220687215,0.8960883873037401,0.6087665420356527,0.6129662081479836,0.4004124580579138,0.8133656312029186,0.8489352795907551,0.49746489665642113,0.9610197124317132,0.8538231725512094,0.8412275758928661,0.5801681274359352,0.5559003941737802,0.5429694224483206,0.8114696698871432
Parag Singla,0.2765955420290948,0.3288831615510177,0.6799478589254174,0.6078476609290285,0.9490190808486616,0.767863880640436,0.6296910380327946,0.7686292811863417,0.3886764783066697,0.7221969772216119,0.658296893585742,0.7141534305338956,0.4180622686129592,0.9621136511526481,0.9309953570981602,0.9548378613373841,0.7394586799004256,0.2856097024328231,0.8359606027424895,0.9552792853922316,0.31543592671577236,0.643207492606131,1.0,0.5908437477255033,0.7165043420089242,0.8214719805280151,0.25805199429470527,0.5335078156016783,0.8250497655221647,0.2809032630175663,0.8910722810974314,0.5615276214436971,0.44024773779049386,0.38203414109335515,0.4013807851825602,0.5433785722517068,0.17466808547194845,0.6107099742206512,0.2959536336894855,0.21042576862945872,0.7867553049939318,0.6674300593382132,0.9552423219218993,0.9556178208463761,0.643125510063907,0.3666364726392084,0.11459529015704105,0.7024324259485356,0.7323247092938028,0.4758918453041092,0.6644652976214684,0.42696478868228827,0.20399601316797794,0.7810917946602141,0.2649886193265,0.960593837012236,0.2897535342079662,0.7678742219802567,0.5576674612311335,0.8468902755490223,0.825278595671592,0.9436434856152033,0.9008767006938585,0.5669841851547883,0.32451781746963343,0.8206925036283959,0.8484231172976321,0.676143768846736,0.7116444315480719,0.641408190117561,0.8219370956950617,0.5171080361707829,0.2994438734125251,0.96945020343096,0.8909043181443603,0.745702972284209,0.3420663637958463,0.6837897379010419,0.802429372403367,0.7403288311186765,0.18871950092652928,0.6151504331927877,0.6999860107420003,0.5905219546921622,0.8359565326985945,0.9029002512510426
V Krishna Nandivada,0.789993294442922,0.517132537186409,0.593913673563289,0.6576486380556522,0.4109278553199377,0.8486328045949852,0.8813983231117952,0.8143643989581079,0.7454227473689797,0.6458284220095911,0.8612106124853599,0.5430108800909271,0.6826305676190043,0.46835615178638385,0.7513488790538736,0.6697562930288055,0.282413595996373,0.6555782560849271,0.6710914408120849,0.6497067307799197,0.6337962922727677,0.5527212955277292,0.5908437477255033,0.9999999999999999,0.887464279777461,0.3950690073931139,0.7351921623256452,0.9229770952209193,0.8244563744232427,0.5558461454726945,0.7393948121000912,0.6026949224916006,0.7329432504573795,0.902183886355817,0.6609299164262504,0.777299913973189,0.42213594252684533,0.5691571305083036,0.6479250117454045,0.516418919317664,0.4717948386050814,0.8332499743527947,0.46042213447521585,0.7821020064163225,0.6394230319242843,0.44472203453904746,0.4710098460478914,0.8315537599476664,0.6496681678797189,0.8584128429314003,0.822389855961581,0.8264357681016383,0.6631216559066232,0.6845554350491487,0.8458424898447551,0.7255129154585014,0.6508177052209071,0.6936317922831642,0.5887353729919739,0.5322075710082165,0.6174519521709042,0.6917864281937981,0.742978290113181,0.8353673137843022,0.5817758728728604,0.34508869005136444,0.3716594265528418,0.879472636823379,0.852558999233514,0.8793277519292445,0.3704008144670893,0.7444063884624189,0.5279306539614739,0.4778306649149221,0.629600088148761,0.7016955376991596,0.6799876040676192,0.8622726661800323,0.5776218031176702,0.5528813258685816,0.41051727775037095,0.8005078408606705,0.8569829105687503,0.9047510902321861,0.7056796815330012,0.45615992350788326
Saptarshi Ghosh,0.6643802766002407,0.6614792494100498,0.8035958815214305,0.7694381104490409,0.5815408286518599,0.9067944257735092,0.9027593645317346,0.7563765005137992,0.7184340335761054,0.8003079751900185,0.6873396970315485,0.6940611264319674,0.7688377004568016,0.5889823987543774,0.7760553113292865,0.7559413176767122,0.36900505391613597,0.725364056014671,0.8855352795650415,0.7144490144366054,0.691910935487461,0.7649816437458817,0.7165043420089242,0.887464279777461,0.9999999999999999,0.559926870525574,0.5557030768136341,0.8858797348178291,0.9677046855866046,0.6859152683836726,0.7362474088495693,0.5248315339454561,0.6914014140917936,0.818125531966163,0.7410885385864648,0.8484774737219851,0.5350841345421626,0.720727611460185,0.7162174851220144,0.6350232891584683,0.7710183217596418,0.7338804461512539,0.6935319770805124,0.8313746376785986,0.8173053439893437,0.4547270252917148,0.5512339535528625,0.8912346774019884,0.7566047761555214,0.8247024355597606,0.759773406507078,0.8758440682591195,0.5351327046533186,0.6652633331791282,0.7868302813424801,0.8101937814156643,0.7196681516132633,0.8881895607708998,0.6857544123499475,0.7442451215817167,0.6397845695679316,0.773039874168243,0.69513372858687,0.7589034609161134,0.6936403793837224,0.4396748684323824,0.6065161554423641,0.8933127448989592,0.8467232640971707,0.8613042303851096,0.5781303148213243,0.8673554200062995,0.6896324813256907,0.5966273651111169,0.8184090562131713,0.6874038818792851,0.7344244636210728,0.9429298729727671,0.7055205769033546,0.7586786628352074,0.5494234288605101,0.8562538180142023,0.9057995482489271,0.8715446054132772,0.8609881570993279,0.6409260167573416
Sukhendu Das,0.14961867268924892,0.3732885590554668,0.6813833493143521,0.5335682698877633,0.8828375398620701,0.6215185949111125,0.5277014852697405,0.5259627645425524,0.30882037294709314,0.797526027484527,0.504315782114145,0.4741217924582194,0.38530121253132965,0.8840650771990854,0.7291170275849531,0.7410739340829889,0.9218686620096996,0.36126820425782513,0.6291044379407293,0.7415580046381819,0.33647185660337164,0.676366973235407,0.8214719805280151,0.3950690073931139,0.559926870525574,0.9999999999999999,-0.006097084418338122,0.43089127225861085,0.6204834124268092,0.3517943795744139,0.6957038964070379,0.34423397539038814,0.29836459232246504,0.21479933333041693,0.38288689957496036,0.46251986333908246,0.1757287247146827,0.39580257716797257,0.3439797705863279,0.28379569439286845,0.6857559477738456,0.44770379223657397,0.7631359217629917,0.7620258446618828,0.6939906672772395,0.20262614474399498,0.154848471727914,0.7147476651235328,0.6215100027173955,0.38482763218559507,0.4661617873745619,0.38984860014251677,0.07429451785967452,0.5552170033366508,0.15192682245931516,0.7678859069193742,0.3202418798698131,0.6900686751654519,0.4318460091995944,0.8785187898492989,0.6867479593450534,0.7016271063740719,0.595989295978321,0.40045662005475274,0.30756313158325643,0.9272116888892699,0.74308462769299,0.5455886355576532,0.5730754785788743,0.47005780775937034,0.9927195745920787,0.4450883235897231,0.345037015767187,0.7590391242125631,0.6951188236079362,0.5073766374831767,0.3588582398979272,0.5740789622439008,0.7124368900321069,0.7028426182217187,0.2734427979079375,0.5204381605156417,0.5502749934229351,0.4643429940322577,0.603635836629438,0.9440924858800565
