Professor Name,0,1,2,3,4,5,6,7,8,9,10,h-index,Total Publications,Score
Partha Talukdar,0.23210521631431197,0.10178991101984435,0.03918435073878804,0.4142499543256852,0.14086416511687697,0.016591631053317183,0.0,0.006581500468984935,0.010637093367366342,0.0,0.03799617759482505,1.6953641945175517,1.307645962532714,-0.43829017528720793
Dr. Pushpak Bhattacharyya,0.26962167492516725,0.07261297384214209,0.03737933098855048,0.4697088595317783,0.050028241721935054,0.04515962358743725,0.02759761640145012,0.008469359655344115,0.019422319346195288,0.0,0.0,2.1141924296165966,0.5526015603728957,-0.3797457831429476
KC Sivaramakrishnan,0.17040813592537732,0.0,0.07114329995231283,0.0,0.26639947075788667,0.3025637163476586,0.0,0.011158342189160468,0.17832703482760412,0.0,0.0,2.316534043648397,1.7262486608564287,-0.4039116335667609
Saptarshi Ghosh,0.2513809292856303,0.058034231650911684,0.13063275859537307,0.2838540732917456,0.20710821434567447,0.05349101000295446,0.0,0.0,0.015498782827710457,0.0,0.0,1.8433181068994728,2.301804181251553,-0.27468821483567946
Mausam,0.11910609772590407,0.08228059903079066,0.05842996920101453,0.42912132552090587,0.15080921744187364,0.11806746273148429,0.0,0.030894269953866363,0.00608272506082725,0.005208333333333333,0.0,2.7145716351393023,1.2440785181052796,-0.30717394631733913
Vijay Natarajan,0.0,0.17381155229809378,0.10241643557388434,0.04878618117503687,0.548550065075542,0.0,0.0,0.06797691175271575,0.0584588541247272,0.0,0.0,1.7637226605968983,1.6680973538597033,-0.360822197781652
Gugan Thoppe | गुगन थोप्पे,0.0,0.019035532994923856,0.2541928170169729,0.3091624232928581,0.07317419721511793,0.01689189189189189,0.0,0.20098039215686278,0.12656274543137266,0.0,0.0,1.2378534437585604,2.7994158684020727,-0.4764705224261648
Bhavana Kanukurthi,0.0,0.0,0.05950413223140496,0.21723730814639905,0.0,0.0,0.0,0.613664596273292,0.10959396334890406,0.0,0.0,2.592679416406573,1.9387982555818881,-0.35689321122651685
Supratik Chakraborty,0.0,0.0,0.50332383665717,0.0578258547008547,0.13825757575757577,0.3005927328843996,0.0,0.0,0.0,0.0,0.0,2.085565785975341,2.31679663148935,-0.17396171529741808
Ashutosh Modi,0.305939562345337,0.08622720272443746,0.036838847303963584,0.21431308214674855,0.11719357042063148,0.19269803663783186,0.0,0.018475379060949794,0.004218685264466233,0.014095634095634095,0.01,0.021263224561803865,1.7460191344375904,-0.5377485723149332
Arkaprava Basu,0.2503159636503693,0.009105888474546874,0.0,0.0,0.22369488846466032,0.3575751867708743,0.0072847107796375,0.04970956504133933,0.02446335117815527,0.07785044564041722,0.0,0.7781483768533204,2.8335698032663186,-0.313149788508096
Ganesh Ramakrishnan,0.13970546449273585,0.14726636364549217,0.08255496151321451,0.3485654856168798,0.15861171822684933,0.06059664315598319,0.04573677956030897,0.007604295018482662,0.0013368983957219248,0.0,0.00802139037433155,0.7270498620323069,1.972705869783433,-0.5855083865443272
Pawan Goyal,0.3204354828165349,0.08902600154951919,0.01653874269005848,0.28339011724362445,0.11833573943272031,0.07415440144920042,0.035076334410090754,0.04343323752143951,0.003984942886812046,0.0,0.015625,0.5369669654634527,1.9281126980520416,-0.45288672887842796
Devarajan Sridharan,0.014285714285714285,0.23521275328464047,0.10641263940520446,0.4274651020199423,0.10556904907150376,0.06339285714285714,0.0,0.006410256410256411,0.027362739490992275,0.01388888888888889,0.0,0.9941134797228536,1.8049152539648974,-0.5992882679180325
Vinay Ribeiro,0.01790281329923274,0.024767801857585137,0.018823529411764708,0.29921706638128526,0.05793092758433618,0.3455999294468944,0.051571904047458914,0.13522004061642848,0.03030663267206808,0.01865935468294618,0.0,2.1911374553133536,1.7738190835009129,-0.38534988370258516
Naveen Garg,0.039596273291925464,0.0,0.7676501035196688,0.0,0.0,0.0,0.0625776397515528,0.08333333333333333,0.017857142857142856,0.02898550724637681,0.0,3.2740501941912266,0.7223838125805055,-0.11220272132576777
Arindam Khan,0.014880952380952378,0.0,0.848745510153277,0.0,0.06679424943988051,0.0,0.0625,0.0,0.007079288025889966,0.0,0.0,0.8679369318689001,2.203175445945789,-0.29314003689361234
Purushottam Kar,0.02670851732823929,0.0,0.1679156568745228,0.48327916117242575,0.2182034523493527,0.025865800865800863,0.021505376344086016,0.022399665187388673,0.02083333333333333,0.0,0.013289036544850495,1.6294251209890014,1.7428683402232628,-0.42241745298720285
Narasimha Murty M/ M. N. Murty/M. N. Narasimha Murthy,0.0,0.031318144221370026,0.0332529134862697,0.8209038587665037,0.10251822246239173,0.012006861063464836,0.0,0.0,0.0,0.0,0.0,2.745630658131985,0.6536921217614519,-0.22985955819628895
