,Debdeep Mukhopadhyay,abhilash jindal,Jayant Haritsa,Manindra Agrawal,Sandeep Shukla,Arpita Patra,Sukhendu Das,Mayank Singh,Soumen Chakrabarti,Satrajit ghosh,Shankara Narayanan Krishna,Shishir N. Y. Kolathaya,Nipun Batra,Mitesh Khapra,Shivaram Kalyanakrishnan,Krithi Ramamritham,Biswabandan Panda,Somak Aditya,Shanmuganathan Raman,Shweta Agrawal,Balaraman Ravindran,Anurag Mittal,Sayan Ranu,Sourangshu Bhattacharya,Surender Baswana,Ayon Chakraborty,Abir Das,Vinay P. Namboodiri,Pallab Dasgupta,Suyash P. Awate,Raghavan Komondoor,Parag Chaudhuri,V Krishna Nandivada,Nitin Saxena,Parag Singla,Niloy Ganguly,Abhishek Bichhawat,Shalabh Bhatnagar,Subhashish Banerjee,Smruti R. Sarangi,palash dey,Mainack Mondal,Bhargab B. Bhattacharya,Prashanth L.A.,soumyajit dey,Amey Karkare,Uday Reddy Bondhugula,Rijurekha Sen,Sudeshna Kolay,Chandan Saha,Animesh Mukherjee,Pabitra Mitra,Anirban Dasgupta,Kartik Nagar,Om P. Damani,Neeldhara Misra,Ajit Rajwade,Chetan Arora,Siddharth Barman,Bivas Mitra,Arnab Bhattacharya,Chaya Ganesh,Vinod Ganapathy,Piyush Rai,Aritra Hazra,Shirish Shevade,Chester Rebeiro,Partha Talukdar,Dr. Pushpak Bhattacharyya,KC Sivaramakrishnan,Saptarshi Ghosh,Mausam,Vijay Natarajan,Gugan Thoppe | गुगन थोप्पे,Bhavana Kanukurthi,Supratik Chakraborty,Ashutosh Modi,Arkaprava Basu,Ganesh Ramakrishnan,Pawan Goyal,Devarajan Sridharan,Vinay Ribeiro,Naveen Garg,Arindam Khan,Purushottam Kar,Narasimha Murty M/ M. N. Murty/M. N. Narasimha Murthy
Shankara Narayanan Krishna,0.7370249543040884,0.898965789520713,0.5526568492697895,0.6306954934714559,0.5931406754517513,0.9366286840121831,0.9221298446453488,0.7522895654857185,0.6112000615654871,0.6539220234894912,1.0000000000000002,0.947896155127767,0.9506318663289973,0.9407438710758774,0.9547401001690796,0.48800101649689026,0.8612490327219069,0.8847560938034043,0.7502821518524906,0.9378434540163196,0.844199371243517,0.8931358464204231,0.9430787687156286,0.8169975299368429,0.8987198614844459,0.949442740910375,0.8404468760232658,0.7976269255731803,0.8582963802658843,0.9018595533248687,0.8378552208080492,0.9325059556937615,0.9646650257006827,0.8016076068512583,0.9354540976971882,0.7860112398097071,0.8822302382385426,0.8234332109379654,0.9589456948001864,0.9705614640042352,0.9312412476997639,0.968701151260516,0.6563864453004478,0.9867766573397756,0.7050641176936623,0.9573493614056033,0.7808873375973061,0.8851157441529405,0.9728641968356513,0.9135066011804607,0.9670601370183688,0.683230161720349,0.9291081951273644,0.9156060472614044,0.8362397450567515,0.9694868080871083,0.8666024696511031,0.6849344144457261,0.9826463947026234,0.903879795342072,0.7441252692129383,0.9258416343308906,0.7454174743625288,0.8939794792972308,0.8851250852760381,0.9116060289915083,0.9675323770808455,0.91184232487117,0.7217318767979598,0.9201027092920088,0.9820552496935744,0.8309199104452535,0.9383524052422931,0.9711956770478769,0.9075164281301976,0.9830301766031881,0.8085189612458302,0.9307569210543959,0.9365035474024358,0.920185590261691,0.9472745730802785,0.9265779765235412,0.7236242184298713,0.9642982396094628,0.9556423644992611,0.6934918152684623
Shishir N. Y. Kolathaya,0.6099759679567338,0.8210647508576366,0.4013879880945172,0.4574915324572558,0.448594449219353,0.92330964397067,0.9288161667701621,0.8590610337478588,0.46682848071900584,0.5149659435000792,0.947896155127767,1.0,0.9833168822281373,0.9727283190250527,0.8759498942093114,0.323097470452154,0.9365481857560026,0.9567577991787434,0.8647800614997126,0.9517539926686964,0.7748021818944575,0.8857889999550603,0.9823018947248052,0.9101899815112998,0.781512785273585,0.9200719406862802,0.806997448060838,0.9089920320778172,0.7614610191533646,0.9450250910388853,0.7355137047979872,0.9835544188825648,0.9623233798227014,0.6466884679572192,0.977576238645052,0.6590983857874041,0.9394421554698472,0.719172560559403,0.9179576841428048,0.9879585670833022,0.9449880919897363,0.9680141840313569,0.5189243540533309,0.9458380673745939,0.847926026955495,0.9843690419962934,0.655150405745731,0.9028344979539433,0.9213598180766547,0.7877542935029889,0.9262414913665463,0.5704504636950912,0.8410464184001154,0.9054114601551879,0.76307913523528,0.9285007596143127,0.9246403084705798,0.8319330948256297,0.9370831419251375,0.9699707060994072,0.619150164185137,0.9651635062799642,0.6384200979565093,0.9389470693189834,0.9405392129279196,0.9269312074042898,0.974581889664826,0.8595259228872991,0.6201075089758317,0.853135062587049,0.9412671039797978,0.7386329748819492,0.8805710041492157,0.9796655387584123,0.8345544750957825,0.9211273135701469,0.9122042777727679,0.9721114304760375,0.9807841206047762,0.9693082569394323,0.9753270300879584,0.8845744586737202,0.5523843052986813,0.9264396849010633,0.9235861734782419,0.5930093599362127
Nipun Batra,0.5880574719267542,0.7926911098513562,0.3745523351715289,0.4307167209951528,0.4221866968449694,0.9194218693042525,0.919803349809443,0.8791529588819867,0.4366084040767741,0.4869474486018232,0.9506318663289973,0.9833168822281373,0.9999999999999999,0.9834253774071956,0.8741481899108174,0.29652491861821034,0.9547656623353669,0.9587211518635484,0.8782953489690015,0.9537417084561305,0.7584821164536614,0.8785912983784646,0.9961646232981884,0.9368168004090198,0.7736930127993702,0.9088559484238938,0.794803605603294,0.9286100266319506,0.7305551036246208,0.956385915301016,0.727544108313758,0.9881750232541743,0.9727210516180356,0.6241991344383601,0.9909900495727272,0.6390407936429834,0.9438641694335023,0.6951301351732174,0.8970052770789394,0.9914777501551151,0.9602751322092387,0.9750415224511205,0.48802520320355136,0.9490636296962197,0.8483437070218158,0.9941213015544087,0.6316245139722615,0.8908086288875732,0.929003792331511,0.7776826834170372,0.9241294365551799,0.5423683694573812,0.8354401775454708,0.89706100635835,0.7234004057582308,0.9419883230453785,0.9496464327477528,0.8439561243074061,0.9488271468188871,0.983381640981391,0.6044142962711195,0.9619734213171872,0.6008336676523006,0.953466735406048,0.9582410388361576,0.9271352613507127,0.9825889935245494,0.8538899997870639,0.5966594303607657,0.8332619988684339,0.9461735460267835,0.7205758990976588,0.8897784934969755,0.9904894695791381,0.8246683516208392,0.9094368283642649,0.9194778566067517,0.9751094720037373,0.9903628720473957,0.9817747938343818,0.9771772778219122,0.8593900212615576,0.5288341819936015,0.9386861500971463,0.9267856264191149,0.5765885748912674
Mitesh Khapra,0.6123525354480909,0.8009665442115783,0.41282750124777684,0.45462479836988157,0.4540457228024723,0.9280257772635137,0.9369140200220849,0.8816907989466152,0.47027056973747916,0.5324966683792588,0.9407438710758774,0.9727283190250527,0.9834253774071956,0.9999999999999998,0.8769634416331589,0.32737395552040033,0.9216264646894762,0.9750748286443253,0.8763106074233935,0.9492293264677961,0.7816612556094247,0.9077187606036591,0.9804200919159421,0.9136142385727941,0.7761694447312837,0.9172566340323924,0.8265747203813965,0.9308291737620996,0.7424723884369567,0.9643968628530323,0.7412591596429398,0.9744712835103913,0.9630974440298937,0.6359574235152656,0.9935213575473953,0.667752262231144,0.9414093657805024,0.7143671213022967,0.88530864923977,0.9756517840607051,0.9238214779254547,0.964949096805043,0.5208637275541931,0.9333727847794431,0.8264606350369861,0.9800326507414264,0.6597250980573529,0.9152070632919522,0.9042440122634017,0.7774180413569243,0.9487022833084882,0.5765035983351315,0.8428846871243169,0.9134628892265504,0.7467418547170214,0.9078399619914868,0.9194376237964874,0.837972199472871,0.9174883725464118,0.9584546768977227,0.6273798542055269,0.9441749407485661,0.6255758291096182,0.9634383186344385,0.9280168464867294,0.956037318582368,0.9638539527601245,0.8856612583498298,0.6506330243326358,0.848112921661263,0.9494304950382244,0.7462783233140525,0.8875137355350311,0.9752025954819938,0.8336144113979915,0.8957407589817734,0.9255070718555694,0.9581754130675613,0.9933600439253739,0.9898326957918194,0.9816370565075636,0.8697368898485756,0.5475058926113822,0.9100251633173185,0.9325473812691466,0.6088379629451112
Shivaram Kalyanakrishnan,0.8985303234772082,0.979876507611016,0.7600795905820188,0.808458622309091,0.794078680156723,0.9338572846765931,0.9322134081166996,0.5679282018567858,0.8083405514046849,0.8309461358201613,0.9547401001690796,0.8759498942093114,0.8741481899108174,0.8769634416331589,1.0000000000000002,0.7103560046208789,0.7126642296902007,0.7759512000788026,0.6090281833763442,0.8884109958749792,0.9559241985759462,0.9375351297724143,0.8562019615188288,0.6570075113009884,0.9785945781012232,0.9812448353471067,0.93872596074198,0.6614648889378748,0.9638676321943234,0.8543632642321968,0.9574948725052783,0.8255883538610022,0.9072227437029842,0.918466616839157,0.866915885252372,0.9261922967378093,0.7861230723267942,0.9491431503699109,0.9735391075804575,0.9072391052848038,0.7948472363020469,0.9257314120852759,0.841305407677187,0.9319771430621148,0.5108814331148742,0.8745353449914379,0.9209914177019184,0.9311077764942765,0.8877014987457846,0.9719843141384714,0.9733037684522098,0.8627348481051264,0.9946344906373413,0.9110556546246427,0.9484076580386485,0.8660961379346277,0.7062602627503959,0.5197085048335446,0.8966802455442772,0.7823381652632749,0.9013847842686971,0.8401443237954088,0.899412142475826,0.8742624726836575,0.7345744658443549,0.9228907262647839,0.8955811297709857,0.9785252656444381,0.8829838362156178,0.9821974072894448,0.9799999540702266,0.955764505046912,0.976867373770523,0.9013883071265856,0.9789920652142879,0.9830250680105771,0.6488354699938311,0.8194042399154678,0.857222412275562,0.8183084193533068,0.9079863511362467,0.98615521332496,0.8701235909162607,0.8580950928371425,0.9821710394586797,0.8698882351829486
Krithi Ramamritham,0.9355174449166441,0.7978013808348949,0.9766659193658568,0.9667471896154778,0.978125593161499,0.5189009554826577,0.5495112767982449,-0.14929426757918626,0.9836574747035111,0.9460599125117213,0.48800101649689026,0.323097470452154,0.29652491861821034,0.32737395552040033,0.7103560046208789,1.0,0.022280834389210753,0.16374026753806464,-0.026753055019901988,0.3692014095774842,0.8265811550186786,0.6272975283945433,0.2634606964195674,-0.04246609459153164,0.8111300561055741,0.6407660327332013,0.760008873591428,-0.0025405008155718403,0.8495796851309345,0.3522797079389555,0.857453776350551,0.2043587455661452,0.3816378774178911,0.8989028230702474,0.30690279761452083,0.9141778444690047,0.192587869052592,0.8850057543123767,0.6195431721384652,0.3614727939716243,0.1594524605366153,0.4151664317461575,0.9649700554615083,0.4541281925200867,-0.2136770269988869,0.2886147048163161,0.9155504944430135,0.6107444970032491,0.3791982016958096,0.7801097636167745,0.5883328705434603,0.9519931932411503,0.7623800168379586,0.5081391148042989,0.8454767878593779,0.31331859951284396,0.014579026130699078,-0.15153231334822354,0.3654910795329732,0.1319015001499579,0.9256417851206076,0.2534960627672557,0.9207596781304401,0.40383755477411243,0.048679604081204184,0.5265870785443866,0.33460566107146683,0.7249413995387918,0.9151876292597918,0.742318425051816,0.5696046053762469,0.8692180871140434,0.6633499645837003,0.34247830768143395,0.7345402107810903,0.6157024996834444,-0.03830452353438978,0.1974641527339646,0.27973626252081807,0.20269060349028756,0.4091937487754005,0.718476406885637,0.9413752867964277,0.305119881838349,0.6250643506918706,0.929812973954507
Biswabandan Panda,0.35087308249786614,0.6088732920680514,0.11245196317357747,0.17921831425461424,0.15936418178560438,0.8120952718756258,0.7844031416119482,0.9545555704797044,0.1771060426280715,0.2399293246468909,0.8612490327219069,0.9365481857560026,0.9547656623353669,0.9216264646894762,0.7126642296902007,0.022280834389210753,1.0000000000000002,0.9429105577542299,0.8964427340077531,0.8965562626027912,0.5395983477254482,0.7145117142185361,0.9574528667794007,0.9831040567454735,0.5839009345151557,0.7627266161279279,0.5862603142277273,0.9454398207454309,0.5303943615002651,0.8754148654059531,0.517985707234915,0.9741534617061653,0.9135141994851146,0.40181985370211465,0.9312726173624655,0.40927489367344044,0.9370478286553817,0.4702451464800946,0.7805495226269059,0.9387227756964548,0.9607948114507815,0.9110065932544544,0.24041863066227412,0.8598687829399403,0.9495689705817424,0.9589289452817082,0.3960034102230321,0.7314269054715274,0.8645301622022158,0.5914919770586354,0.795556517188101,0.28744423569639294,0.6534526672124427,0.7926444828923676,0.5183192686925739,0.9028678661371042,0.9901393305710349,0.9009853374226341,0.8949074625490363,0.9904503590482923,0.3692736293065275,0.949083868499919,0.3762771303615126,0.8481040169344403,0.990249705459526,0.7904429787761028,0.9412301680945412,0.6714335420494546,0.345240971562276,0.6692335057639845,0.8265962452053941,0.4996164186920038,0.744667683916145,0.9373840402427531,0.660401076470352,0.7860259324089213,0.9645794045525627,0.9772150929831319,0.9426089162838867,0.9608143697462048,0.888004268314183,0.6969646253553418,0.2894784988778589,0.8983851104198645,0.7780140948688222,0.31707281078169164
Somak Aditya,0.47150942115050465,0.6942853686526362,0.2666355292460727,0.30723248855060153,0.2988823920209844,0.8817337267248478,0.8918096468918778,0.9374105706235611,0.31511908361849567,0.4053078416931414,0.8847560938034043,0.9567577991787434,0.9587211518635484,0.9750748286443253,0.7759512000788026,0.16374026753806464,0.9429105577542299,1.0,0.9370953055509278,0.9253074850763179,0.6609814119837731,0.8424634947605467,0.9648930186628331,0.9547916598169452,0.6651713783989942,0.841881993811975,0.727894928294356,0.9640752284187545,0.6218558472915271,0.9568978880423507,0.6127715888912669,0.9772853226533363,0.9290435556613956,0.5086230954820794,0.9751523078264311,0.5296097921313959,0.9647947779353203,0.5835616970781872,0.7993804770212869,0.9429467809554252,0.9218787187879129,0.9254996401048874,0.37003249751096917,0.8906339605107574,0.90937103098344,0.9557456064795395,0.5305234464291612,0.8458700292800674,0.8765352496349526,0.6706027979515335,0.8728134386752121,0.4318380097564481,0.7392908113699085,0.8806166500660331,0.6380208094496004,0.8833799177968751,0.9503538182207517,0.9197044464767057,0.8800743243473388,0.9644432944294107,0.49179672227229004,0.9351377528827423,0.4928426534249813,0.918250903208783,0.9452422846478234,0.9001206275273035,0.9364367150380087,0.7888555341949336,0.5150734095779841,0.7520437639720858,0.872155462333166,0.6171988902945791,0.8068171529807296,0.9435798753040704,0.7281901644894436,0.8186434406950676,0.9736272233471275,0.9510845475121381,0.9850117884522304,0.9859753523138456,0.9538681827973159,0.7754659019011387,0.408629730647337,0.8955677290242157,0.8515684519259265,0.45762567613031124
Shanmuganathan Raman,0.2810513836748953,0.5055333142811465,0.06653482662904861,0.10640279442207581,0.13053437183362132,0.7588254237626358,0.8138322187636291,0.9174708556266711,0.11371318575409142,0.19762330803810566,0.7502821518524906,0.8647800614997126,0.8782953489690015,0.8763106074233935,0.6090281833763442,-0.026753055019901988,0.8964427340077531,0.9370953055509278,1.0,0.8235570923624819,0.5152692832659056,0.7513096139591731,0.8893335584888922,0.9347193181522839,0.4762259795111485,0.713471014096585,0.6084466850843389,0.9643012586635148,0.4291397964594552,0.9172773149718293,0.4336677401734792,0.907651570847124,0.8101730301967961,0.3200970994278633,0.8989218432374168,0.33133037393262754,0.8772055333234161,0.4041850973633635,0.6287273522251979,0.8331651229971647,0.8644747835062919,0.7988415166089142,0.16955651033871605,0.7842314296794285,0.9075371436012456,0.8617502011400565,0.3393204206843057,0.7327993184636429,0.7808414738783253,0.5057172752568877,0.7133264068479,0.2571563970677916,0.5722030240494166,0.7427373492209783,0.4611207895844495,0.7935217515158638,0.9228724818429351,0.987595294384265,0.780306028294576,0.9135969595539283,0.29634786781479766,0.8413563168867493,0.2859007091684439,0.8596444758573365,0.9064459979080972,0.796162735341046,0.8358501271962633,0.6321633474792643,0.33404196282710386,0.5575097402621175,0.7242343644160549,0.4361697199873092,0.650588723112919,0.8498728357356699,0.5599157084159142,0.661242588561032,0.9357367224560154,0.8471401484087968,0.9103415448499883,0.9054661579750772,0.8784459501666612,0.6066065384281798,0.21377740049908345,0.8063274030332737,0.7153612746717171,0.2961873694420401
Shweta Agrawal,0.6645502434787832,0.8205444669960757,0.45201788037285623,0.5053360046524259,0.4964261862918398,0.981655853933162,0.922628774995192,0.8064820979088069,0.5042158586504524,0.5917666456267061,0.9378434540163196,0.9517539926686964,0.9537417084561305,0.9492293264677961,0.8884109958749792,0.3692014095774842,0.8965562626027912,0.9253074850763179,0.8235570923624819,0.9999999999999999,0.7825398465107448,0.8865837695265761,0.9517687117441649,0.8677947216614403,0.804883402130801,0.9197461750631388,0.8146631594679798,0.8637381546891051,0.7805732565291793,0.9289851524718186,0.7577299634117709,0.9454700438049981,0.9501615709664877,0.6840435156219085,0.9524610983507201,0.6854760328840764,0.9642849375929994,0.7383772075189676,0.8980260521653884,0.9591425148721205,0.9107839422270742,0.9769119417523685,0.5739322254257315,0.9443570373412812,0.7914033525742271,0.9514469468335824,0.6893258933287935,0.8956544211818642,0.9190367903366315,0.8107822073043361,0.9183325729005701,0.5968834265849672,0.8562905337506596,0.9263165452928179,0.769924151267295,0.9193962549251566,0.8850908574737377,0.7836673133151798,0.9276860034925483,0.9234466744741269,0.6534834357839497,0.9836505526718528,0.6687062859432592,0.9159024130697722,0.9123720186288777,0.9202146374891763,0.9816226350069676,0.8666684269079151,0.6483914909449685,0.8544779844572042,0.9308912835550975,0.7554567361237631,0.8954260535903928,0.9743632762964997,0.889608589075692,0.9094235069335053,0.8622621103677213,0.9284425321785293,0.9546189561910134,0.9393284225932658,0.9554429818935467,0.8842254965706187,0.603373296152368,0.9190688178418381,0.9233273443819056,0.6168395644865587
Balaraman Ravindran,0.9509079747125593,0.9673504770159086,0.8567436842307538,0.8761418062090858,0.8967387334982581,0.867139723085174,0.9114755896684733,0.4008980759365489,0.8977207796403355,0.8981755774038339,0.844199371243517,0.7748021818944575,0.7584821164536614,0.7816612556094247,0.9559241985759462,0.8265811550186786,0.5395983477254482,0.6609814119837731,0.5152692832659056,0.7825398465107448,0.9999999999999998,0.9450091246145631,0.7391295166307855,0.49578748186535593,0.9524844643390632,0.9477959737893323,0.9868340614784332,0.5506517194512107,0.9705683015576194,0.7921811034718421,0.971124044233543,0.6926229349922522,0.7869474518657706,0.9348623142464458,0.7736286028111656,0.9620692812895711,0.6474250290255622,0.9856573437827132,0.899430790739232,0.7889175568223815,0.6353620032886524,0.8093553920309153,0.9159829014611433,0.8296810185642504,0.3382671647654532,0.7474843790468073,0.9640727224526647,0.9386624386224516,0.7589800674834701,0.9451602560841823,0.9113742416233604,0.9514878710414151,0.9715939550700017,0.8415979317001212,0.9758193147738023,0.7160988277980407,0.5319128367573442,0.407228048930494,0.7581641069384285,0.6385926557533285,0.9451682603453332,0.70298584072765,0.943691582752441,0.8404406156277852,0.568748642326769,0.9035035588959975,0.76522660137491,0.975565368945132,0.9659645921585804,0.947146286036875,0.9044827356836589,0.9893993145973587,0.9173981936111419,0.7841161665479894,0.9521459915640509,0.9029049537486432,0.49980897473185454,0.6625476309685376,0.7536938143561172,0.6938780833862856,0.8407719494878018,0.9651148801137963,0.9109535753662745,0.7098660242402122,0.9431432665895261,0.9664114259802019
Anurag Mittal,0.8327227143578421,0.9126530125516247,0.6941721784865509,0.7080481178150629,0.7416551571149087,0.9313300054567881,0.9915817212958066,0.6268841710989043,0.7342602307502465,0.7744604606657479,0.8931358464204231,0.8857889999550603,0.8785912983784646,0.9077187606036591,0.9375351297724143,0.6272975283945433,0.7145117142185361,0.8424634947605467,0.7513096139591731,0.8865837695265761,0.9450091246145631,1.0,0.8651540400698199,0.6977503282616824,0.8900704186405599,0.9777817968740058,0.9766857778195562,0.7570179984102433,0.8889821006831752,0.9377865821490724,0.899847122714481,0.8406691972230277,0.8797429725316882,0.8183669095355959,0.9041561604371958,0.8576121195060082,0.810727857653114,0.8919645935950685,0.896527171932256,0.8871220273539829,0.7599444071190838,0.8979338138927319,0.7685041546030107,0.8876536572075491,0.5701599120136939,0.8648070548748472,0.8596117538802062,0.9788888754171537,0.8268491906335381,0.8832371340628106,0.9500280148233224,0.8269529389741062,0.9395157414940172,0.913763513213489,0.9136840683539882,0.7964860177852352,0.7193096667122698,0.6648641246281303,0.8254169497549552,0.7981854671717509,0.8378433883917005,0.826534882241928,0.8290915379230981,0.9414119498844828,0.7345208349445767,0.9750763516055853,0.8697986125137689,0.9751552442297707,0.8689537289575556,0.9221466211636623,0.9402342997526579,0.9134536914341164,0.9354270329570634,0.8854326470090695,0.9253317114544203,0.9056959975392807,0.7110240846613198,0.7942129346723495,0.8957923031230991,0.8481431615424205,0.9516984571431485,0.9489684135921012,0.7660877439145866,0.7994413606431925,0.967207046940151,0.8455447670147844
Sayan Ranu,0.5587111915899747,0.7712231946169117,0.3481000601810948,0.4088360328135855,0.38777794237126173,0.9139526176187367,0.9103328619329902,0.8917865490007537,0.40489865652436685,0.4610521107102098,0.9430787687156286,0.9823018947248052,0.9961646232981884,0.9804200919159421,0.8562019615188288,0.2634606964195674,0.9574528667794007,0.9648930186628331,0.8893335584888922,0.9517687117441649,0.7391295166307855,0.8651540400698199,0.9999999999999999,0.9468768978184029,0.7531973510139258,0.8921443315761403,0.7784263973812171,0.9411611601577277,0.707509757451372,0.9515479967063206,0.696512986467622,0.9893476665024349,0.964724790468849,0.6023146420245689,0.991043625895624,0.608946494837444,0.946328928479621,0.6728838084986759,0.8774325870378712,0.9838380836253671,0.9678997619423017,0.9637970866321145,0.4559987539469145,0.9497992792199199,0.8685187209275613,0.9893211315943655,0.6080228027701869,0.8826237565849195,0.9340872488213047,0.7634352625367716,0.9086905445894855,0.5123267394397377,0.8179350753472547,0.895850635929496,0.6996267849994128,0.9447396565667497,0.9540634929328338,0.8585666029031501,0.9491039658645319,0.9836662533528266,0.574934708480042,0.9605687920009723,0.5705610970956572,0.9517456930168342,0.9660660412247585,0.9229894499081991,0.9768905409092713,0.8356999658239208,0.5726807545185562,0.8104149060026288,0.930859583913191,0.6949883616107994,0.8654498944378146,0.988012861626509,0.8039547217449831,0.8961764893382047,0.9304459715932999,0.9713250640777177,0.9911442169236359,0.9829125558166716,0.9733610455107332,0.8420659359546512,0.5054240122743282,0.9450822553939976,0.915168090066271,0.5512360432177728
Sourangshu Bhattacharya,0.2799788669679654,0.5440379207746875,0.04787371657425405,0.1068392465960474,0.08743851442991721,0.7849197075041893,0.7696844276576416,0.9742584535110074,0.10529237971960213,0.18540004441176836,0.8169975299368429,0.9101899815112998,0.9368168004090198,0.9136142385727941,0.6570075113009884,-0.04246609459153164,0.9831040567454735,0.9547916598169452,0.9347193181522839,0.8677947216614403,0.49578748186535593,0.6977503282616824,0.9468768978184029,1.0000000000000002,0.5236003233967572,0.7173863521610488,0.5638789682480929,0.9747165423891138,0.4574259030976161,0.8854926630693687,0.45157539006707115,0.9586496520968033,0.8822307462426483,0.3370248366282347,0.9311200299481316,0.3404006973919267,0.9336663427777687,0.410009618790782,0.7046313872992688,0.9024627558568491,0.9438840904374944,0.8691358434507662,0.163170481181868,0.8353500718374673,0.9682255521341205,0.9287892037281065,0.3390380896519921,0.7211747618060734,0.8431696202469385,0.5384742967320982,0.7539351149290224,0.22597826935675955,0.6025611035493621,0.7708349510067941,0.4541831154695106,0.8741060597035355,0.9861021284298521,0.9447548687211537,0.8586150708903809,0.9748898043114712,0.303487496865567,0.9098828679557999,0.29907508109159875,0.8539993664491763,0.9776618495215553,0.7884873420549436,0.9024770689262378,0.6364888274179948,0.3020868415240266,0.6084570688400607,0.7806407625162944,0.4415411879145164,0.6988172788703985,0.9093085647454312,0.5927017618985803,0.7285905092832831,0.9814793389863411,0.9420094949182014,0.9392447382679319,0.9535140504983659,0.8789948497324439,0.6377432359869514,0.22226127420897776,0.8797943089079897,0.7479677302424855,0.2692845302380019
Surender Baswana,0.9463636423162252,0.9863881013558415,0.853138944453196,0.8961622070076579,0.8655151299456014,0.8770630270991739,0.8741666203182753,0.4173575433814736,0.8846162442354798,0.9037631283850435,0.8987198614844459,0.781512785273585,0.7736930127993702,0.7761694447312837,0.9785945781012232,0.8111300561055741,0.5839009345151557,0.6651713783989942,0.4762259795111485,0.804883402130801,0.9524844643390632,0.8900704186405599,0.7531973510139258,0.5236003233967572,1.0000000000000002,0.939196316055785,0.9183108195308805,0.5156258724498931,0.9823301383086278,0.7699508086888681,0.9770983628201603,0.7173940083023427,0.8328650643347488,0.9710323822750954,0.765425345698427,0.9646230063814569,0.6927713579901393,0.9727300294476796,0.9362091279090234,0.8213005647621174,0.6908077770460962,0.8516482596774585,0.9036491107508753,0.8733315831625167,0.36730854726696355,0.7735199422609289,0.9653184267417813,0.8765105138882658,0.8302769539750902,0.984603811608538,0.9200267694040397,0.9122702749005632,0.9899660993352668,0.8719795131826317,0.965180581988537,0.7955835124362328,0.5838530479415426,0.37503863653202796,0.8284043825037496,0.6619662335566412,0.9544045859818839,0.7395394521764782,0.945917835246924,0.7762050433750618,0.6068345209408302,0.8510980700586405,0.8071143579977574,0.951393810738155,0.9148442573256315,0.9763808263328546,0.9248824410698916,0.9703032210301298,0.9583260819220384,0.8095384925939646,0.9594496212126914,0.9525571593504017,0.5111911288017724,0.7132122256815445,0.7552323484505646,0.701889906672184,0.8240353570355043,0.9622959843145293,0.9405454752843388,0.7914778571502817,0.9361393328057465,0.9026855656926874
Ayon Chakraborty,0.8592386150379233,0.9588340552480793,0.7061127163143318,0.7406978846253186,0.7510735986752302,0.9540276625267408,0.9792463552128866,0.63735462102797,0.7545921953120053,0.7876299633702296,0.949442740910375,0.9200719406862802,0.9088559484238938,0.9172566340323924,0.9812448353471067,0.6407660327332013,0.7627266161279279,0.841881993811975,0.713471014096585,0.9197461750631388,0.9477959737893323,0.9777817968740058,0.8921443315761403,0.7173863521610488,0.939196316055785,0.9999999999999998,0.9550526524580493,0.7397991175059834,0.9344698995297704,0.9180510722516209,0.9322088388639902,0.8736872786989098,0.9274402419031084,0.8627324126435331,0.9105358519277721,0.8868358512820563,0.837208661613323,0.9180340886186806,0.9658313461386849,0.934257461516416,0.813968570397323,0.9468659031995877,0.7941759851434145,0.9312849353445527,0.5931741037383473,0.9076372534948346,0.8828582984587383,0.962961792706022,0.8805721969171421,0.9302250919803248,0.9781650842600325,0.8326232374813746,0.9743783863650624,0.9360932143770784,0.9399044789917208,0.8610903237569137,0.7566232777057756,0.6311550738977909,0.8901737025462553,0.8335021251616701,0.8631698527220121,0.8782056618012503,0.8656463495048302,0.9205523051934157,0.7785095755983705,0.9578143390976345,0.9211665065324384,0.9809126733317072,0.8588918179169682,0.9683611042828859,0.9806182623994782,0.9329416247897562,0.9727489739865569,0.9266245367362226,0.967855618543845,0.9679462197233013,0.7193538574385483,0.8520745221734611,0.906179435073882,0.8654708522478987,0.9549018702259725,0.9857653805936987,0.8052681615196551,0.8563623267596375,0.9867797696511185,0.8395021589854628
